!Header: VOA , dimensions: NSAV_COMM*REG [15*7], description: Value of commodity i output in region r
off_mgr_pros,Intermediate,S_America,domestic,mktexp,637883.3125
ag_othlowsk,Intermediate,S_America,domestic,mktexp,333241.71875
Capital,Intermediate,S_America,domestic,mktexp,1727268.5
NatlRes,Intermediate,S_America,domestic,mktexp,70937.367188
pdr,Intermediate,S_America,domestic,mktexp,10042.74707
wht,Intermediate,S_America,domestic,mktexp,4911.8886719
gro,Intermediate,S_America,domestic,mktexp,19043.191406
osd,Intermediate,S_America,domestic,mktexp,28559.628906
others,Intermediate,S_America,domestic,mktexp,70579.914063
Intermediate,Intermediate,S_America,domestic,mktexp,2978338
pdr,CGDS,S_America,domestic,mktexp,2.7560369968
wht,CGDS,S_America,domestic,mktexp,23.202392578
gro,CGDS,S_America,domestic,mktexp,29.674167633
osd,CGDS,S_America,domestic,mktexp,143.78123474
others,CGDS,S_America,domestic,mktexp,5900.3286133
Intermediate,CGDS,S_America,domestic,mktexp,730165.4375
Land,pdr,ROW,domestic,mktexp,0.010170339607
tech_aspros,pdr,ROW,domestic,mktexp,3.93689889460802E-0003
clerks,pdr,ROW,domestic,mktexp,9.59704979322851E-0004
service_shop,pdr,ROW,domestic,mktexp,6.87866879161447E-0004
off_mgr_pros,pdr,ROW,domestic,mktexp,0.012917267159
ag_othlowsk,pdr,ROW,domestic,mktexp,0.013424706645
Capital,pdr,ROW,domestic,mktexp,0.015292170458
pdr,pdr,ROW,domestic,mktexp,4.10929305871832E-0006
wht,pdr,ROW,domestic,mktexp,1.90362140983780E-0006
gro,pdr,ROW,domestic,mktexp,2.08069627660734E-0006
osd,pdr,ROW,domestic,mktexp,2.52194837457864E-0007
others,pdr,ROW,domestic,mktexp,0.0121848993
Intermediate,pdr,ROW,domestic,mktexp,0.025536371395
Land,wht,ROW,domestic,mktexp,0.01262561325
tech_aspros,wht,ROW,domestic,mktexp,4.88708494231105E-0003
clerks,wht,ROW,domestic,mktexp,1.19139242451638E-0003
service_shop,wht,ROW,domestic,mktexp,8.53928155265749E-0004
off_mgr_pros,wht,ROW,domestic,mktexp,0.016035690904
ag_othlowsk,wht,ROW,domestic,mktexp,0.016665630043
Capital,wht,ROW,domestic,mktexp,0.018983932212
pdr,wht,ROW,domestic,mktexp,5.54213875147980E-0006
wht,wht,ROW,domestic,mktexp,4.22738166525960E-0003
gro,wht,ROW,domestic,mktexp,2.21686586883152E-0005
osd,wht,ROW,domestic,mktexp,1.65706717325520E-0006
others,wht,ROW,domestic,mktexp,3.90948785934597E-0004
Intermediate,wht,ROW,domestic,mktexp,0.10089375824
Land,gro,ROW,domestic,mktexp,0.019522577524
tech_aspros,gro,ROW,domestic,mktexp,7.55619350820780E-0003
clerks,gro,ROW,domestic,mktexp,1.84221169911325E-0003
service_shop,gro,ROW,domestic,mktexp,1.32040143944323E-0003
off_mgr_pros,gro,ROW,domestic,mktexp,0.024795467034
ag_othlowsk,gro,ROW,domestic,mktexp,0.025769526139
Capital,gro,ROW,domestic,mktexp,0.029354235157
pdr,gro,ROW,domestic,mktexp,4.16364446209627E-0006
wht,gro,ROW,domestic,mktexp,1.26963086586329E-0005
gro,gro,ROW,domestic,mktexp,2.51652277074754E-0003
osd,gro,ROW,domestic,mktexp,1.57748320361861E-0006
others,gro,ROW,domestic,mktexp,0.013876362704
Intermediate,gro,ROW,domestic,mktexp,0.12537057698
Land,osd,ROW,domestic,mktexp,0.011523985304
tech_aspros,osd,ROW,domestic,mktexp,4.46075713261962E-0003
clerks,osd,ROW,domestic,mktexp,1.08743924647569E-0003
service_shop,osd,ROW,domestic,mktexp,7.79419846367091E-0004
off_mgr_pros,osd,ROW,domestic,mktexp,0.014636521228
ag_othlowsk,osd,ROW,domestic,mktexp,0.015211499296
Capital,osd,ROW,domestic,mktexp,0.017327517271
pdr,osd,ROW,domestic,mktexp,9.32294483391161E-0007
wht,osd,ROW,domestic,mktexp,8.20254001610010E-0007
gro,osd,ROW,domestic,mktexp,1.96103701455286E-0006
osd,osd,ROW,domestic,mktexp,7.58431051508524E-0005
others,osd,ROW,domestic,mktexp,0.01665959321
Intermediate,osd,ROW,domestic,mktexp,0.051189672202
Land,others,ROW,domestic,mktexp,0.21620735526
tech_aspros,others,ROW,domestic,mktexp,0.083675771952
clerks,others,ROW,domestic,mktexp,0.020402004942
service_shop,others,ROW,domestic,mktexp,0.01462309435
off_mgr_pros,others,ROW,domestic,mktexp,0.27460321784
ag_othlowsk,others,ROW,domestic,mktexp,0.28539061546
Capital,others,ROW,domestic,mktexp,0.32509037852
pdr,others,ROW,domestic,mktexp,1.18695708806626E-0004
wht,others,ROW,domestic,mktexp,1.18927075527608E-0003
gro,others,ROW,domestic,mktexp,3.51266120560467E-0003
osd,others,ROW,domestic,mktexp,1.17147537821438E-0004
others,others,ROW,domestic,mktexp,0.0743079409
Intermediate,others,ROW,domestic,mktexp,1.4060043097
Land,Intermediate,ROW,domestic,mktexp,0.30448898673
tech_aspros,Intermediate,ROW,domestic,mktexp,11.828619957
clerks,Intermediate,ROW,domestic,mktexp,7.6770048141
service_shop,Intermediate,ROW,domestic,mktexp,6.6611690521
off_mgr_pros,Intermediate,ROW,domestic,mktexp,27.283538818
ag_othlowsk,Intermediate,ROW,domestic,mktexp,10.741790771
Capital,Intermediate,ROW,domestic,mktexp,72.095535278
NatlRes,Intermediate,ROW,domestic,mktexp,2.9841952324
pdr,Intermediate,ROW,domestic,mktexp,0.10390081257
wht,Intermediate,ROW,domestic,mktexp,0.082885995507
gro,Intermediate,ROW,domestic,mktexp,0.18058307469
osd,Intermediate,ROW,domestic,mktexp,0.026902629063
others,Intermediate,ROW,domestic,mktexp,1.1726520061
Intermediate,Intermediate,ROW,domestic,mktexp,157.30386353
pdr,CGDS,ROW,domestic,mktexp,1.00103603184464E-0009
wht,CGDS,ROW,domestic,mktexp,4.12345980294049E-0006
gro,CGDS,ROW,domestic,mktexp,6.48206878395285E-0007
osd,CGDS,ROW,domestic,mktexp,3.80684959111477E-0008
others,CGDS,ROW,domestic,mktexp,0.071767404675
Intermediate,CGDS,ROW,domestic,mktexp,35.553195953
pdr,pdr,Africa,imported,mktexp,1.1449223757
wht,pdr,Africa,imported,mktexp,0.42854714394
gro,pdr,Africa,imported,mktexp,0.12268673629
osd,pdr,Africa,imported,mktexp,7.55184236913919E-0003
others,pdr,Africa,imported,mktexp,6.5258564949
Intermediate,pdr,Africa,imported,mktexp,1001.6132813
pdr,wht,Africa,imported,mktexp,0.59793460369
wht,wht,Africa,imported,mktexp,1380.3343506
gro,wht,Africa,imported,mktexp,0.064952306449
osd,wht,Africa,imported,mktexp,24.955877304
others,wht,Africa,imported,mktexp,173.53146362
Intermediate,wht,Africa,imported,mktexp,1052.210083
pdr,gro,Africa,imported,mktexp,3.664501667
wht,gro,Africa,imported,mktexp,4.5883784294
gro,gro,Africa,imported,mktexp,16.18850708
osd,gro,Africa,imported,mktexp,4.0896830559
others,gro,Africa,imported,mktexp,56.16047287
Intermediate,gro,Africa,imported,mktexp,3036.5366211
pdr,osd,Africa,imported,mktexp,0.048866357654
wht,osd,Africa,imported,mktexp,3.9128668308
gro,osd,Africa,imported,mktexp,0.0281350445
osd,osd,Africa,imported,mktexp,43.427394867
others,osd,Africa,imported,mktexp,8.232758522
Intermediate,osd,Africa,imported,mktexp,964.59570313
pdr,others,Africa,imported,mktexp,3.1805996895
wht,others,Africa,imported,mktexp,116.66814423
gro,others,Africa,imported,mktexp,2.5750513077
osd,others,Africa,imported,mktexp,1.1315925121
others,others,Africa,imported,mktexp,347.37210083
Intermediate,others,Africa,imported,mktexp,11660.833984
pdr,Intermediate,Africa,imported,mktexp,56.404762268
wht,Intermediate,Africa,imported,mktexp,7332.9892578
gro,Intermediate,Africa,imported,mktexp,2672.4460449
osd,Intermediate,Africa,imported,mktexp,1652.2235107
others,Intermediate,Africa,imported,mktexp,5384.4057617
Intermediate,Intermediate,Africa,imported,mktexp,387902.0625
pdr,CGDS,Africa,imported,mktexp,1.33446452673524E-0003
wht,CGDS,Africa,imported,mktexp,0.78485608101
gro,CGDS,Africa,imported,mktexp,0.26553407311
osd,CGDS,Africa,imported,mktexp,0.063602082431
others,CGDS,Africa,imported,mktexp,34.192127228
Intermediate,CGDS,Africa,imported,mktexp,99963.773438
pdr,pdr,Asia,imported,mktexp,164.84405518
wht,pdr,Asia,imported,mktexp,3.3671245575
gro,pdr,Asia,imported,mktexp,12.12628746
osd,pdr,Asia,imported,mktexp,56.148136139
others,pdr,Asia,imported,mktexp,20.755384445
Intermediate,pdr,Asia,imported,mktexp,8898.5800781
pdr,wht,Asia,imported,mktexp,2.0961668491
wht,wht,Asia,imported,mktexp,448.85714722
gro,wht,Asia,imported,mktexp,3.4917275906
osd,wht,Asia,imported,mktexp,18.195175171
others,wht,Asia,imported,mktexp,17.878664017
Intermediate,wht,Asia,imported,mktexp,3871.0131836
pdr,gro,Asia,imported,mktexp,0.66887533665
wht,gro,Asia,imported,mktexp,15.424670219
gro,gro,Asia,imported,mktexp,82.649330139
osd,gro,Asia,imported,mktexp,31.039344788
others,gro,Asia,imported,mktexp,16.311244965
Intermediate,gro,Asia,imported,mktexp,2529.6276855
pdr,osd,Asia,imported,mktexp,1.6836899519
wht,osd,Asia,imported,mktexp,1.986027956
gro,osd,Asia,imported,mktexp,1.1678317785
osd,osd,Asia,imported,mktexp,402.13641357
others,osd,Asia,imported,mktexp,12.659056664
Intermediate,osd,Asia,imported,mktexp,3205.4396973
pdr,others,Asia,imported,mktexp,121.20323944
wht,others,Asia,imported,mktexp,173.81922913
gro,others,Asia,imported,mktexp,21.20003891
osd,others,Asia,imported,mktexp,483.7199707
others,others,Asia,imported,mktexp,2135.998291
Intermediate,others,Asia,imported,mktexp,22651.703125
pdr,Intermediate,Asia,imported,mktexp,526.19274902
wht,Intermediate,Asia,imported,mktexp,16304.87207
gro,Intermediate,Asia,imported,mktexp,27112.785156
osd,Intermediate,Asia,imported,mktexp,55879.347656
others,Intermediate,Asia,imported,mktexp,48912.246094
Intermediate,Intermediate,Asia,imported,mktexp,4706575.5
pdr,CGDS,Asia,imported,mktexp,0.33361020684
wht,CGDS,Asia,imported,mktexp,211.81358337
gro,CGDS,Asia,imported,mktexp,224.20397949
osd,CGDS,Asia,imported,mktexp,79.770690918
others,CGDS,Asia,imported,mktexp,1238.2806396
Intermediate,CGDS,Asia,imported,mktexp,746043.8125
pdr,pdr,Europe,imported,mktexp,4.5801906586
wht,pdr,Europe,imported,mktexp,0.035999599844
gro,pdr,Europe,imported,mktexp,0.22299031913
osd,pdr,Europe,imported,mktexp,0.073228344321
others,pdr,Europe,imported,mktexp,1.5315346718
Intermediate,pdr,Europe,imported,mktexp,178.82685852
pdr,wht,Europe,imported,mktexp,12.997531891
wht,wht,Europe,imported,mktexp,296.85494995
gro,wht,Europe,imported,mktexp,5.5229988098
osd,wht,Europe,imported,mktexp,0.33992633224
others,wht,Europe,imported,mktexp,14.224926949
Intermediate,wht,Europe,imported,mktexp,5168.5600586
pdr,gro,Europe,imported,mktexp,4.1721711159
wht,gro,Europe,imported,mktexp,2.2530124187
gro,gro,Europe,imported,mktexp,103.56352234
osd,gro,Europe,imported,mktexp,0.21019516885
others,gro,Europe,imported,mktexp,12.62362957
Intermediate,gro,Europe,imported,mktexp,5404.3144531
pdr,osd,Europe,imported,mktexp,0.72417646646
wht,osd,Europe,imported,mktexp,0.033518321812
gro,osd,Europe,imported,mktexp,0.065826810896
osd,osd,Europe,imported,mktexp,217.08520508
others,osd,Europe,imported,mktexp,16.957828522
Intermediate,osd,Europe,imported,mktexp,3748.1137695
pdr,others,Europe,imported,mktexp,84.639564514
wht,others,Europe,imported,mktexp,10.224280357
gro,others,Europe,imported,mktexp,4.1307759285
osd,others,Europe,imported,mktexp,6.4161868095
others,others,Europe,imported,mktexp,4400.3999023
Intermediate,others,Europe,imported,mktexp,19627.78125
pdr,Intermediate,Europe,imported,mktexp,1103.6964111
wht,Intermediate,Europe,imported,mktexp,9857.3134766
gro,Intermediate,Europe,imported,mktexp,10795.911133
osd,Intermediate,Europe,imported,mktexp,19216.501953
others,Intermediate,Europe,imported,mktexp,62955.464844
Intermediate,Intermediate,Europe,imported,mktexp,5357994.5
pdr,CGDS,Europe,imported,mktexp,2.59686028584838E-0004
wht,CGDS,Europe,imported,mktexp,0.19582644105
gro,CGDS,Europe,imported,mktexp,10.223251343
osd,CGDS,Europe,imported,mktexp,0.32668843865
others,CGDS,Europe,imported,mktexp,827.3729248
Intermediate,CGDS,Europe,imported,mktexp,818710.875
pdr,pdr,N_America,imported,mktexp,1.1698002815
wht,pdr,N_America,imported,mktexp,2.3784251213
gro,pdr,N_America,imported,mktexp,3.44296079128981E-0003
osd,pdr,N_America,imported,mktexp,2.39719287492335E-0003
others,pdr,N_America,imported,mktexp,0.2188565433
Intermediate,pdr,N_America,imported,mktexp,152.68139648
pdr,wht,N_America,imported,mktexp,9.3455600739
wht,wht,N_America,imported,mktexp,33.398593903
gro,wht,N_America,imported,mktexp,1.6689281464
osd,wht,N_America,imported,mktexp,0.011372650042
others,wht,N_America,imported,mktexp,1.5401319265
Intermediate,wht,N_America,imported,mktexp,1913.5445557
pdr,gro,N_America,imported,mktexp,6.3852672577
wht,gro,N_America,imported,mktexp,3.6484525204
gro,gro,N_America,imported,mktexp,52.077789307
osd,gro,N_America,imported,mktexp,0.056081160903
others,gro,N_America,imported,mktexp,291.70773315
Intermediate,gro,N_America,imported,mktexp,5764.0488281
pdr,osd,N_America,imported,mktexp,0.42110663652
wht,osd,N_America,imported,mktexp,0.042430896312
gro,osd,N_America,imported,mktexp,0.03374678269
osd,osd,N_America,imported,mktexp,97.587280273
others,osd,N_America,imported,mktexp,4.246158123
Intermediate,osd,N_America,imported,mktexp,2553.6516113
pdr,others,N_America,imported,mktexp,40.801628113
wht,others,N_America,imported,mktexp,0.18549010158
gro,others,N_America,imported,mktexp,0.11419696361
osd,others,N_America,imported,mktexp,0.099428728223
others,others,N_America,imported,mktexp,588.66717529
Intermediate,others,N_America,imported,mktexp,5691.3251953
pdr,Intermediate,N_America,imported,mktexp,400.20413208
wht,Intermediate,N_America,imported,mktexp,2169.0754395
gro,Intermediate,N_America,imported,mktexp,4531.5712891
osd,Intermediate,N_America,imported,mktexp,5036.5146484
others,Intermediate,N_America,imported,mktexp,25557.132813
Intermediate,Intermediate,N_America,imported,mktexp,2158661
pdr,CGDS,N_America,imported,mktexp,1.09459843952208E-0003
wht,CGDS,N_America,imported,mktexp,0.09643638134
gro,CGDS,N_America,imported,mktexp,32.422199249
osd,CGDS,N_America,imported,mktexp,0.14645150304
others,CGDS,N_America,imported,mktexp,14.110816956
Intermediate,CGDS,N_America,imported,mktexp,465775.78125
pdr,pdr,Oceania,imported,mktexp,0.035576779395
wht,pdr,Oceania,imported,mktexp,2.58577661588788E-0003
gro,pdr,Oceania,imported,mktexp,1.53885717736557E-0004
osd,pdr,Oceania,imported,mktexp,1.28775500343181E-0004
others,pdr,Oceania,imported,mktexp,0.011098092422
Intermediate,pdr,Oceania,imported,mktexp,18.969732285
pdr,wht,Oceania,imported,mktexp,0.30646306276
wht,wht,Oceania,imported,mktexp,8.194314003
gro,wht,Oceania,imported,mktexp,0.14287042618
osd,wht,Oceania,imported,mktexp,7.59331218432635E-0004
others,wht,Oceania,imported,mktexp,0.51178205013
Intermediate,wht,Oceania,imported,mktexp,444.03100586
pdr,gro,Oceania,imported,mktexp,0.059357557446
wht,gro,Oceania,imported,mktexp,0.047731552273
gro,gro,Oceania,imported,mktexp,0.13251891732
osd,gro,Oceania,imported,mktexp,3.19486047374085E-0004
others,gro,Oceania,imported,mktexp,0.63779789209
Intermediate,gro,Oceania,imported,mktexp,228.94670105
pdr,osd,Oceania,imported,mktexp,0.067805737257
wht,osd,Oceania,imported,mktexp,4.88306954503059E-0003
gro,osd,Oceania,imported,mktexp,0.010977489874
osd,osd,Oceania,imported,mktexp,5.3956189156
others,osd,Oceania,imported,mktexp,0.55736321211
Intermediate,osd,Oceania,imported,mktexp,54.94235611
pdr,others,Oceania,imported,mktexp,1.0226743221
wht,others,Oceania,imported,mktexp,12.497585297
gro,others,Oceania,imported,mktexp,0.6221575737
osd,others,Oceania,imported,mktexp,0.18771167099
others,others,Oceania,imported,mktexp,109.97218323
Intermediate,others,Oceania,imported,mktexp,884.07348633
pdr,Intermediate,Oceania,imported,mktexp,10.950511932
wht,Intermediate,Oceania,imported,mktexp,305.21066284
gro,Intermediate,Oceania,imported,mktexp,40.425117493
osd,Intermediate,Oceania,imported,mktexp,38.612148285
others,Intermediate,Oceania,imported,mktexp,1255.4260254
Intermediate,Intermediate,Oceania,imported,mktexp,187066.60938
pdr,CGDS,Oceania,imported,mktexp,3.64748084393796E-0005
wht,CGDS,Oceania,imported,mktexp,4.54362574964762E-0003
gro,CGDS,Oceania,imported,mktexp,3.60561127308756E-0004
osd,CGDS,Oceania,imported,mktexp,4.28039231337607E-0004
others,CGDS,Oceania,imported,mktexp,0.04105129838
Intermediate,CGDS,Oceania,imported,mktexp,70648.546875
pdr,pdr,S_America,imported,mktexp,13.58102417
wht,pdr,S_America,imported,mktexp,2.1492233276
gro,pdr,S_America,imported,mktexp,20.32849884
osd,pdr,S_America,imported,mktexp,0.0468352139
others,pdr,S_America,imported,mktexp,53.675251007
Intermediate,pdr,S_America,imported,mktexp,645.9017334
pdr,wht,S_America,imported,mktexp,0.58737748861
wht,wht,S_America,imported,mktexp,121.41179657
gro,wht,S_America,imported,mktexp,2.462502718
osd,wht,S_America,imported,mktexp,0.057119473815
others,wht,S_America,imported,mktexp,1.8434690237
Intermediate,wht,S_America,imported,mktexp,490.27053833
pdr,gro,S_America,imported,mktexp,23.025949478
wht,gro,S_America,imported,mktexp,3.0025062561
gro,gro,S_America,imported,mktexp,168.04003906
osd,gro,S_America,imported,mktexp,0.15720307827
others,gro,S_America,imported,mktexp,39.674705505
Intermediate,gro,S_America,imported,mktexp,1265.8193359
pdr,osd,S_America,imported,mktexp,0.068387433887
wht,osd,S_America,imported,mktexp,1.1149669886
gro,osd,S_America,imported,mktexp,3.435955286
osd,osd,S_America,imported,mktexp,105.63044739
others,osd,S_America,imported,mktexp,3.6535127163
Intermediate,osd,S_America,imported,mktexp,2043.5354004
pdr,others,S_America,imported,mktexp,2.4735276699
wht,others,S_America,imported,mktexp,63.53604126
gro,others,S_America,imported,mktexp,28.494508743
osd,others,S_America,imported,mktexp,19.016872406
others,others,S_America,imported,mktexp,293.04962158
Intermediate,others,S_America,imported,mktexp,6653.5327148
pdr,Intermediate,S_America,imported,mktexp,647.8293457
wht,Intermediate,S_America,imported,mktexp,4794.371582
gro,Intermediate,S_America,imported,mktexp,3771.0290527
osd,Intermediate,S_America,imported,mktexp,802.07910156
others,Intermediate,S_America,imported,mktexp,3685.7453613
Intermediate,Intermediate,S_America,imported,mktexp,491219.25
pdr,CGDS,S_America,imported,mktexp,3.14229889772832E-0003
wht,CGDS,S_America,imported,mktexp,45.920700073
gro,CGDS,S_America,imported,mktexp,2.1849682331
osd,CGDS,S_America,imported,mktexp,4.1664423943
others,CGDS,S_America,imported,mktexp,102.39572144
Intermediate,CGDS,S_America,imported,mktexp,145819.32813
pdr,pdr,ROW,imported,mktexp,2.03021954803262E-0006
wht,pdr,ROW,imported,mktexp,1.24839380077901E-0006
gro,pdr,ROW,imported,mktexp,1.44593130357862E-0007
osd,pdr,ROW,imported,mktexp,1.19544642984692E-0006
others,pdr,ROW,imported,mktexp,7.32928856450599E-0006
Intermediate,pdr,ROW,imported,mktexp,2.88957078009844E-0003
pdr,wht,ROW,imported,mktexp,5.38077165401774E-0006
wht,wht,ROW,imported,mktexp,3.14420927315950E-0003
gro,wht,ROW,imported,mktexp,2.60245360550471E-0005
osd,wht,ROW,imported,mktexp,2.07951728725675E-0007
others,wht,ROW,imported,mktexp,1.15974224172532E-0003
Intermediate,wht,ROW,imported,mktexp,0.016956327483
pdr,gro,ROW,imported,mktexp,2.38930056184472E-0006
wht,gro,ROW,imported,mktexp,1.22456940516713E-0005
gro,gro,ROW,imported,mktexp,4.32616361649707E-0005
osd,gro,ROW,imported,mktexp,2.07575538979654E-0007
others,gro,ROW,imported,mktexp,9.70920780673623E-0004
Intermediate,gro,ROW,imported,mktexp,0.017008077353
pdr,osd,ROW,imported,mktexp,5.64979245609720E-0007
wht,osd,ROW,imported,mktexp,2.38059087109832E-0007
gro,osd,ROW,imported,mktexp,8.88457805103826E-0008
osd,osd,ROW,imported,mktexp,0.043954893947
others,osd,ROW,imported,mktexp,1.04527303483337E-0003
Intermediate,osd,ROW,imported,mktexp,6.68352330103517E-0003
pdr,others,ROW,imported,mktexp,7.33229026081972E-0005
wht,others,ROW,imported,mktexp,1.77958654239774E-0003
gro,others,ROW,imported,mktexp,2.15822976315394E-0004
osd,others,ROW,imported,mktexp,1.20769487693905E-0003
others,others,ROW,imported,mktexp,0.077408663929
Intermediate,others,ROW,imported,mktexp,0.18209142983
pdr,Intermediate,ROW,imported,mktexp,3.28937848098576E-0003
wht,Intermediate,ROW,imported,mktexp,0.12744559348
gro,Intermediate,ROW,imported,mktexp,0.084233954549
osd,Intermediate,ROW,imported,mktexp,0.15089583397
others,Intermediate,ROW,imported,mktexp,0.34433916211
Intermediate,Intermediate,ROW,imported,mktexp,30.744838715
pdr,CGDS,ROW,imported,mktexp,3.84398450570256E-0011
wht,CGDS,ROW,imported,mktexp,3.70780628422551E-0009
gro,CGDS,ROW,imported,mktexp,9.49612456224713E-0007
osd,CGDS,ROW,imported,mktexp,3.09313890056728E-0007
others,CGDS,ROW,imported,mktexp,2.27700147661380E-0005
Intermediate,CGDS,ROW,imported,mktexp,9.1300649643
Land,pdr,Africa,domestic,comtax,33.757080078
tech_aspros,pdr,Africa,domestic,comtax,10.394577026
clerks,pdr,Africa,domestic,comtax,30.066299438
service_shop,pdr,Africa,domestic,comtax,10.553222656
off_mgr_pros,pdr,Africa,domestic,comtax,36.343017578
ag_othlowsk,pdr,Africa,domestic,comtax,1352.4179688
Capital,pdr,Africa,domestic,comtax,47.218994141
Intermediate,pdr,Africa,domestic,comtax,0.12731933594
Land,wht,Africa,domestic,comtax,5.9736938477
tech_aspros,wht,Africa,domestic,comtax,2.2345504761
clerks,wht,Africa,domestic,comtax,1.4406013489
service_shop,wht,Africa,domestic,comtax,0.92666625977
off_mgr_pros,wht,Africa,domestic,comtax,6.1093292236
ag_othlowsk,wht,Africa,domestic,comtax,118.53613281
Capital,wht,Africa,domestic,comtax,11.688720703
wht,wht,Africa,domestic,comtax,-0.14123535156
gro,wht,Africa,domestic,comtax,-7.28487968444824E-0004
others,wht,Africa,domestic,comtax,-1.46484375000000E-0003
Intermediate,wht,Africa,domestic,comtax,3.3500976563
Land,gro,Africa,domestic,comtax,84.150878906
tech_aspros,gro,Africa,domestic,comtax,24.28717041
clerks,gro,Africa,domestic,comtax,62.467468262
service_shop,gro,Africa,domestic,comtax,29.967956543
off_mgr_pros,gro,Africa,domestic,comtax,88.699462891
ag_othlowsk,gro,Africa,domestic,comtax,2769.4824219
Capital,gro,Africa,domestic,comtax,111.47460938
pdr,gro,Africa,domestic,comtax,-8.35180282592773E-0004
wht,gro,Africa,domestic,comtax,-1.34603679180145E-0003
gro,gro,Africa,domestic,comtax,-0.18078613281
others,gro,Africa,domestic,comtax,-7.20214843750000E-0003
Intermediate,gro,Africa,domestic,comtax,10.273925781
Land,osd,Africa,domestic,comtax,42.083251953
tech_aspros,osd,Africa,domestic,comtax,12.962051392
clerks,osd,Africa,domestic,comtax,34.027832031
service_shop,osd,Africa,domestic,comtax,16.275878906
off_mgr_pros,osd,Africa,domestic,comtax,47.264831543
ag_othlowsk,osd,Africa,domestic,comtax,1507.0644531
Capital,osd,Africa,domestic,comtax,57.211669922
osd,osd,Africa,domestic,comtax,-0.070922851563
Intermediate,osd,Africa,domestic,comtax,2.0432128906
Land,others,Africa,domestic,comtax,265.828125
tech_aspros,others,Africa,domestic,comtax,80.167358398
clerks,others,Africa,domestic,comtax,197.23156738
service_shop,others,Africa,domestic,comtax,88.746826172
off_mgr_pros,others,Africa,domestic,comtax,283.46069336
ag_othlowsk,others,Africa,domestic,comtax,9001.3046875
Capital,others,Africa,domestic,comtax,354.13671875
pdr,others,Africa,domestic,comtax,-4.34017181396484E-0003
wht,others,Africa,domestic,comtax,-1.25122070312500E-0003
gro,others,Africa,domestic,comtax,-2.45285034179688E-0003
osd,others,Africa,domestic,comtax,-9.86099243164063E-0004
others,others,Africa,domestic,comtax,-0.2470703125
Intermediate,others,Africa,domestic,comtax,30.5
Land,Intermediate,Africa,domestic,comtax,58.75390625
tech_aspros,Intermediate,Africa,domestic,comtax,7834.390625
clerks,Intermediate,Africa,domestic,comtax,4502.859375
service_shop,Intermediate,Africa,domestic,comtax,4990.7734375
off_mgr_pros,Intermediate,Africa,domestic,comtax,17057.21875
ag_othlowsk,Intermediate,Africa,domestic,comtax,9189.5625
Capital,Intermediate,Africa,domestic,comtax,8847.625
NatlRes,Intermediate,Africa,domestic,comtax,1233.1484375
pdr,Intermediate,Africa,domestic,comtax,-0.0244140625
wht,Intermediate,Africa,domestic,comtax,-0.14599609375
gro,Intermediate,Africa,domestic,comtax,-2.3447265625
osd,Intermediate,Africa,domestic,comtax,-3.41796875000000E-0003
others,Intermediate,Africa,domestic,comtax,-0.5390625
Intermediate,Intermediate,Africa,domestic,comtax,3210.125
others,CGDS,Africa,domestic,comtax,0.51171875
Intermediate,CGDS,Africa,domestic,comtax,6642
Land,pdr,Asia,domestic,comtax,-7827.1757813
tech_aspros,pdr,Asia,domestic,comtax,-17.547485352
clerks,pdr,Asia,domestic,comtax,-16.609130859
service_shop,pdr,Asia,domestic,comtax,-49.159423828
off_mgr_pros,pdr,Asia,domestic,comtax,-15.281494141
ag_othlowsk,pdr,Asia,domestic,comtax,-76.9921875
Capital,pdr,Asia,domestic,comtax,-1226.9199219
pdr,pdr,Asia,domestic,comtax,-540.95703125
wht,pdr,Asia,domestic,comtax,-0.19771575928
gro,pdr,Asia,domestic,comtax,-0.63125610352
osd,pdr,Asia,domestic,comtax,-0.72311019897
others,pdr,Asia,domestic,comtax,-176.5222168
Intermediate,pdr,Asia,domestic,comtax,-173.4921875
Land,wht,Asia,domestic,comtax,-2164.9677734
tech_aspros,wht,Asia,domestic,comtax,0.39834594727
clerks,wht,Asia,domestic,comtax,0.26300048828
service_shop,wht,Asia,domestic,comtax,-2.6678466797
off_mgr_pros,wht,Asia,domestic,comtax,6.7088623047
ag_othlowsk,wht,Asia,domestic,comtax,967.609375
Capital,wht,Asia,domestic,comtax,-326.671875
pdr,wht,Asia,domestic,comtax,-0.14738464355
wht,wht,Asia,domestic,comtax,-105.92578125
gro,wht,Asia,domestic,comtax,-0.089828491211
osd,wht,Asia,domestic,comtax,-2.29644775390625E-0003
others,wht,Asia,domestic,comtax,-2.3462524414
Intermediate,wht,Asia,domestic,comtax,-490.359375
Land,gro,Asia,domestic,comtax,-4133.1699219
tech_aspros,gro,Asia,domestic,comtax,-2.2160644531
clerks,gro,Asia,domestic,comtax,-6.395324707
service_shop,gro,Asia,domestic,comtax,-22.069702148
off_mgr_pros,gro,Asia,domestic,comtax,1.9907226563
ag_othlowsk,gro,Asia,domestic,comtax,487.21289063
Capital,gro,Asia,domestic,comtax,-675.39550781
pdr,gro,Asia,domestic,comtax,-0.31027603149
wht,gro,Asia,domestic,comtax,-0.047508239746
gro,gro,Asia,domestic,comtax,-276.62695313
osd,gro,Asia,domestic,comtax,-1.90758705139160E-0003
others,gro,Asia,domestic,comtax,-10.042358398
Intermediate,gro,Asia,domestic,comtax,23.501953125
Land,osd,Asia,domestic,comtax,-4827.7089844
