!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
NSAV_COMM,REG,Value
osd,Oceania,domestic,mktexp,121.659729
others,Oceania,domestic,mktexp,3274.6843262
Intermediate,Oceania,domestic,mktexp,353157.375
pdr,S_America,domestic,mktexp,38.307285309
wht,S_America,domestic,mktexp,363.68963623
gro,S_America,domestic,mktexp,2589.1875
osd,S_America,domestic,mktexp,39.461105347
others,S_America,domestic,mktexp,17520.462891
Intermediate,S_America,domestic,mktexp,792572.1875
pdr,ROW,domestic,mktexp,1.40722491778433E-0004
wht,ROW,domestic,mktexp,4.33744443580508E-0003
gro,ROW,domestic,mktexp,5.26775233447552E-0003
osd,ROW,domestic,mktexp,1.36891123838722E-0003
others,ROW,domestic,mktexp,0.40162748098
Intermediate,ROW,domestic,mktexp,40.938159943
pdr,Africa,imported,mktexp,219.23475647
wht,Africa,imported,mktexp,2859.6794434
gro,Africa,imported,mktexp,1155.3868408
osd,Africa,imported,mktexp,146.5489502
others,Africa,imported,mktexp,1535.4547119
Intermediate,Africa,imported,mktexp,75007.234375
pdr,Asia,imported,mktexp,11.473794937
wht,Asia,imported,mktexp,845.12445068
gro,Asia,imported,mktexp,1752.6759033
osd,Asia,imported,mktexp,1251.387207
others,Asia,imported,mktexp,12802.592773
Intermediate,Asia,imported,mktexp,465784.125
pdr,Europe,imported,mktexp,0.45825058222
wht,Europe,imported,mktexp,2142.0275879
gro,Europe,imported,mktexp,799.87072754
osd,Europe,imported,mktexp,218.25021362
others,Europe,imported,mktexp,44019.621094
Intermediate,Europe,imported,mktexp,1283736.75
pdr,N_America,imported,mktexp,0.37731003761
wht,N_America,imported,mktexp,0.31760245562
gro,N_America,imported,mktexp,446.90744019
osd,N_America,imported,mktexp,22.090713501
others,N_America,imported,mktexp,11096.661133
Intermediate,N_America,imported,mktexp,580210.125
pdr,Oceania,imported,mktexp,1.1101367474
wht,Oceania,imported,mktexp,0.73579525948
gro,Oceania,imported,mktexp,11.818995476
osd,Oceania,imported,mktexp,4.7519197464
others,Oceania,imported,mktexp,374.18341064
Intermediate,Oceania,imported,mktexp,41427.289063
pdr,S_America,imported,mktexp,4.1387476921
wht,S_America,imported,mktexp,269.89553833
gro,S_America,imported,mktexp,395.2539978
osd,S_America,imported,mktexp,50.688995361
others,S_America,imported,mktexp,1604.4727783
Intermediate,S_America,imported,mktexp,72520.140625
pdr,ROW,imported,mktexp,1.17373554076039E-0006
wht,ROW,imported,mktexp,4.56321955425665E-0004
gro,ROW,imported,mktexp,0.011981616728
osd,ROW,imported,mktexp,3.44638974638656E-0004
others,ROW,imported,mktexp,0.12169237435
Intermediate,ROW,imported,mktexp,4.1425523758
pdr,Africa,domestic,comtax,1.3540039063
wht,Africa,domestic,comtax,14.263183594
gro,Africa,domestic,comtax,40.318359375
osd,Africa,domestic,comtax,11.088867188
others,Africa,domestic,comtax,232.7265625
Intermediate,Africa,domestic,comtax,14127.75
pdr,Asia,domestic,comtax,-106.13989258
wht,Asia,domestic,comtax,-88.260742188
gro,Asia,domestic,comtax,-124.50683594
osd,Asia,domestic,comtax,-69.271972656
others,Asia,domestic,comtax,448.625
Intermediate,Asia,domestic,comtax,238459.5
pdr,Europe,domestic,comtax,0.14259243011
wht,Europe,domestic,comtax,936.66210938
gro,Europe,domestic,comtax,177.00390625
osd,Europe,domestic,comtax,95.855712891
others,Europe,domestic,comtax,-1171.921875
Intermediate,Europe,domestic,comtax,761701.5
pdr,N_America,domestic,comtax,0.041310548782
wht,N_America,domestic,comtax,0.33847045898
gro,N_America,domestic,comtax,3.8579101563
osd,N_America,domestic,comtax,16.391662598
others,N_America,domestic,comtax,1851.2226563
Intermediate,N_America,domestic,comtax,221775
pdr,Oceania,domestic,comtax,1.56021676957607E-0003
wht,Oceania,domestic,comtax,1.1212310791
gro,Oceania,domestic,comtax,0.96828460693
osd,Oceania,domestic,comtax,2.9440765381
others,Oceania,domestic,comtax,125.53271484
Intermediate,Oceania,domestic,comtax,32197.78125
pdr,S_America,domestic,comtax,0.078266143799
wht,S_America,domestic,comtax,73.468048096
gro,S_America,domestic,comtax,223.05419922
osd,S_America,domestic,comtax,3.4828491211
others,S_America,domestic,comtax,1322.234375
Intermediate,S_America,domestic,comtax,78187.125
pdr,ROW,domestic,comtax,-1.10428954940289E-0005
wht,ROW,domestic,comtax,1.49351544678211E-0005
gro,ROW,domestic,comtax,3.53559851646423E-0004
osd,ROW,domestic,comtax,8.79832077771425E-0006
others,ROW,domestic,comtax,0.043528467417
Intermediate,ROW,domestic,comtax,6.5130310059
pdr,Africa,imported,comtax,40.219955444
wht,Africa,imported,comtax,29.224121094
gro,Africa,imported,comtax,7.2829589844
osd,Africa,imported,comtax,1.4051055908
others,Africa,imported,comtax,32.840576172
Intermediate,Africa,imported,comtax,5359.1328125
pdr,Asia,imported,comtax,0.19466400146
wht,Asia,imported,comtax,23.756591797
gro,Asia,imported,comtax,76.724609375
osd,Asia,imported,comtax,227.33850098
others,Asia,imported,comtax,612.40136719
Intermediate,Asia,imported,comtax,39449.3125
pdr,Europe,imported,comtax,0.017169833183
wht,Europe,imported,comtax,403.42407227
gro,Europe,imported,comtax,97.092712402
osd,Europe,imported,comtax,15.943054199
others,Europe,imported,comtax,-1298.5546875
Intermediate,Europe,imported,comtax,234686.5
pdr,N_America,imported,comtax,6.28873705863953E-0003
wht,N_America,imported,comtax,2.85705924034119E-0003
gro,N_America,imported,comtax,7.8835754395
osd,N_America,imported,comtax,0.04034614563
others,N_America,imported,comtax,448.17285156
Intermediate,N_America,imported,comtax,56988.8125
pdr,Oceania,imported,comtax,0.21912956238
wht,Oceania,imported,comtax,0.11876291037
gro,Oceania,imported,comtax,0.21207618713
osd,Oceania,imported,comtax,0.11897325516
others,Oceania,imported,comtax,21.507049561
Intermediate,Oceania,imported,comtax,6874.6640625
pdr,S_America,imported,comtax,0.14389848709
wht,S_America,imported,comtax,2.91796875
gro,S_America,imported,comtax,4.7894287109
osd,S_America,imported,comtax,1.7174873352
others,S_America,imported,comtax,93.858276367
Intermediate,S_America,imported,comtax,10504.398438
wht,ROW,imported,comtax,2.90083407890052E-0005
gro,ROW,imported,comtax,9.29413363337517E-0005
osd,ROW,imported,comtax,7.10302265360951E-0006
others,ROW,imported,comtax,0.011804431677
Intermediate,ROW,imported,comtax,0.59774637222
!Header: SF03, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of government - VGA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,0.89408826828
wht,Africa,domestic,mktexp,2.2340669632
gro,Africa,domestic,mktexp,1.4132304192
osd,Africa,domestic,mktexp,0.91633290052
others,Africa,domestic,mktexp,11.868766785
Intermediate,Africa,domestic,mktexp,125803.60938
pdr,Asia,domestic,mktexp,32.980998993
wht,Asia,domestic,mktexp,119.16145325
gro,Asia,domestic,mktexp,26.822214127
osd,Asia,domestic,mktexp,3.5087506771
others,Asia,domestic,mktexp,523.88140869
Intermediate,Asia,domestic,mktexp,1557337.5
pdr,Europe,domestic,mktexp,0.2789786756
wht,Europe,domestic,mktexp,296.82623291
gro,Europe,domestic,mktexp,36.968021393
osd,Europe,domestic,mktexp,102.56921387
others,Europe,domestic,mktexp,1582.8537598
Intermediate,Europe,domestic,mktexp,3012369
pdr,N_America,domestic,mktexp,0.058565057814
wht,N_America,domestic,mktexp,37.415531158
gro,N_America,domestic,mktexp,7.974881649
osd,N_America,domestic,mktexp,63.311725616
others,N_America,domestic,mktexp,636.31652832
Intermediate,N_America,domestic,mktexp,2143719.25
pdr,Oceania,domestic,mktexp,0.020192882046
wht,Oceania,domestic,mktexp,3.6707882881
gro,Oceania,domestic,mktexp,0.92476576567
osd,Oceania,domestic,mktexp,10.399378777
others,Oceania,domestic,mktexp,62.790336609
Intermediate,Oceania,domestic,mktexp,131583.84375
pdr,S_America,domestic,mktexp,0.029221488163
wht,S_America,domestic,mktexp,3.55702731758356E-0003
gro,S_America,domestic,mktexp,0.024173056707
osd,S_America,domestic,mktexp,1.40133767854422E-0003
others,S_America,domestic,mktexp,0.29411530495
Intermediate,S_America,domestic,mktexp,249165.46875
pdr,ROW,domestic,mktexp,1.33271342406260E-0007
wht,ROW,domestic,mktexp,5.10315992869437E-0004
gro,ROW,domestic,mktexp,6.39003774267621E-0005
osd,ROW,domestic,mktexp,2.25243609747849E-0004
others,ROW,domestic,mktexp,7.29163736104965E-0003
Intermediate,ROW,domestic,mktexp,15.58391571
pdr,Africa,imported,mktexp,0.017951881513
wht,Africa,imported,mktexp,1.7627340555
gro,Africa,imported,mktexp,0.18214315176
osd,Africa,imported,mktexp,0.060638219118
others,Africa,imported,mktexp,1.2052776814
Intermediate,Africa,imported,mktexp,3703.5883789
pdr,Asia,imported,mktexp,0.23127447069
wht,Asia,imported,mktexp,4.1852493286
gro,Asia,imported,mktexp,57.025436401
osd,Asia,imported,mktexp,1.4104310274
others,Asia,imported,mktexp,53.068450928
Intermediate,Asia,imported,mktexp,46920.417969
pdr,Europe,imported,mktexp,0.12220159173
wht,Europe,imported,mktexp,15.229283333
gro,Europe,imported,mktexp,43.098953247
osd,Europe,imported,mktexp,3.758998394
others,Europe,imported,mktexp,379.88552856
Intermediate,Europe,imported,mktexp,58052.457031
pdr,N_America,imported,mktexp,7.42004718631506E-0004
wht,N_America,imported,mktexp,0.024732446298
gro,N_America,imported,mktexp,11.832755089
osd,N_America,imported,mktexp,2.176015377
others,N_America,imported,mktexp,32.832298279
Intermediate,N_America,imported,mktexp,3075.0375977
pdr,Oceania,imported,mktexp,4.2020521164
wht,Oceania,imported,mktexp,2.99376365728676E-0003
gro,Oceania,imported,mktexp,1.9769899845
osd,Oceania,imported,mktexp,0.14417125285
others,Oceania,imported,mktexp,3.0540001392
Intermediate,Oceania,imported,mktexp,2063.9633789
pdr,S_America,imported,mktexp,6.86862599104643E-0003
wht,S_America,imported,mktexp,5.24818804115057E-0003
gro,S_America,imported,mktexp,0.02043380402
osd,S_America,imported,mktexp,4.40209638327360E-0003
others,S_America,imported,mktexp,0.42118102312
Intermediate,S_America,imported,mktexp,831.34039307
pdr,ROW,imported,mktexp,6.40411890184822E-0010
wht,ROW,imported,mktexp,2.99871601328050E-0007
gro,ROW,imported,mktexp,1.60074105951935E-0003
osd,ROW,imported,mktexp,4.61942072433885E-0005
others,ROW,imported,mktexp,2.33506737276912E-0003
Intermediate,ROW,imported,mktexp,0.16488802433
pdr,Africa,domestic,comtax,1.01029872894287E-0004
wht,Africa,domestic,comtax,9.10758972167969E-0005
gro,Africa,domestic,comtax,1.70040130615234E-0003
osd,Africa,domestic,comtax,1.92284584045410E-0004
others,Africa,domestic,comtax,0.017395973206
Intermediate,Africa,domestic,comtax,404.5
pdr,Asia,domestic,comtax,0.27727890015
wht,Asia,domestic,comtax,-13.040847778
gro,Asia,domestic,comtax,-0.03832244873
osd,Asia,domestic,comtax,9.81807708740234E-0004
others,Asia,domestic,comtax,-18.904724121
Intermediate,Asia,domestic,comtax,6089.5
pdr,Europe,domestic,comtax,-2.18528509140015E-0003
wht,Europe,domestic,comtax,-0.029724121094
gro,Europe,domestic,comtax,0.039649963379
osd,Europe,domestic,comtax,-0.061279296875
others,Europe,domestic,comtax,0.48205566406
Intermediate,Europe,domestic,comtax,2409.75
others,Oceania,domestic,comtax,7.62939453125000E-0006
Intermediate,Oceania,domestic,comtax,420.4375
wht,S_America,domestic,comtax,4.65661287307739E-0010
Intermediate,S_America,domestic,comtax,934.21875
Intermediate,ROW,domestic,comtax,0.24787044525
pdr,Africa,imported,comtax,9.18749719858170E-0005
wht,Africa,imported,comtax,0.015511631966
gro,Africa,imported,comtax,4.55486774444580E-0003
osd,Africa,imported,comtax,4.09036874771118E-0006
others,Africa,imported,comtax,2.07257270812988E-0003
Intermediate,Africa,imported,comtax,175.47045898
pdr,Asia,imported,comtax,4.40652668476105E-0003
wht,Asia,imported,comtax,5.23710250854492E-0003
gro,Asia,imported,comtax,2.1521759033
osd,Asia,imported,comtax,0.052191257477
others,Asia,imported,comtax,0.82073974609
Intermediate,Asia,imported,comtax,1109.7226563
pdr,Europe,imported,comtax,9.92049276828766E-0003
wht,Europe,imported,comtax,0.97137928009
gro,Europe,imported,comtax,0.76235580444
osd,Europe,imported,comtax,0.078322172165
others,Europe,imported,comtax,-5.9268798828
Intermediate,Europe,imported,comtax,553.4296875
pdr,Oceania,imported,comtax,0.35057067871
wht,Oceania,imported,comtax,1.56880123540759E-0004
gro,Oceania,imported,comtax,9.41753387451172E-0006
osd,Oceania,imported,comtax,3.44812870025635E-0005
others,Oceania,imported,comtax,1.06287002563476E-0003
Intermediate,Oceania,imported,comtax,2.6003417969
gro,S_America,imported,comtax,1.86264514923096E-0009
Intermediate,S_America,imported,comtax,7.0524902344
Intermediate,ROW,imported,comtax,7.50511884689331E-0004
!Header: 0IMB, dimensions: 1 [1], description: Summary measure of imbalances, should be close to zero
Value
7.6369285583
!Header: 1TNS, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
!Header: 1TND, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
0.39357253909
!Header: 1SRP, dimensions: 1 [1], description: Summary measure for economic surplus, should be close to zero
Value
6.1702194214
!Header: 1IMP, dimensions: 1 [1], description: Summary measure for excess importation, should be close to zero
Value
1.0731364489
!Header: 2TNS, dimensions: 1 [1], description: Diff btwn ttl supply of trnsprt srvcs & ttl margins, should be close t
Value
!Header: 2TND, dimensions: TRAD_COMM*REG*REG [6*7*7], description: Difference between global demand and margins, should be close to zero
TRAD_COMM,REG,REG,Value
pdr,Africa,Africa,-7.15255737304688E-0007
wht,Africa,Africa,-2.07424163818359E-0005
gro,Africa,Africa,-1.22070312500000E-0004
osd,Africa,Africa,1.09672546386718E-0004
others,Africa,Africa,-2.09045410156250E-0003
Intermediate,Africa,Africa,-8.54492187500000E-0004
pdr,Asia,Africa,2.67982482910156E-0004
wht,Asia,Africa,2.38418579101563E-0005
gro,Asia,Africa,-5.24520874023438E-0006
osd,Asia,Africa,2.86102294921875E-0006
others,Asia,Africa,2.28881835937500E-0005
Intermediate,Asia,Africa,0.01318359375
pdr,Europe,Africa,8.01682472229004E-0006
wht,Europe,Africa,4.57763671875000E-0005
gro,Europe,Africa,-9.53674316406250E-0007
osd,Europe,Africa,9.53674316406250E-0006
others,Europe,Africa,4.57763671875000E-0005
Intermediate,Europe,Africa,0.0126953125
pdr,N_America,Africa,6.62803649902344E-0005
wht,N_America,Africa,3.81469726562500E-0004
gro,N_America,Africa,1.37329101562500E-0004
osd,N_America,Africa,1.08718872070312E-0004
others,N_America,Africa,4.00543212890625E-0005
Intermediate,N_America,Africa,2.86865234375000E-0003
pdr,Oceania,Africa,9.68575477600098E-0007
wht,Oceania,Africa,1.81198120117188E-0004
gro,Oceania,Africa,-1.04308128356933E-0007
osd,Oceania,Africa,-7.45058059692383E-0008
others,Oceania,Africa,5.72204589843750E-0006
Intermediate,Oceania,Africa,2.89916992187500E-0004
pdr,S_America,Africa,4.82052564620972E-0006
wht,S_America,Africa,2.82287597656250E-0004
gro,S_America,Africa,2.28881835937500E-0005
osd,S_America,Africa,1.90734863281250E-0004
others,S_America,Africa,2.28881835937500E-0005
Intermediate,S_America,Africa,2.07519531250000E-0003
others,ROW,Africa,2.91038304567337E-0011
Intermediate,ROW,Africa,1.64844095706940E-0007
pdr,Africa,Asia,-2.81333923339844E-0005
wht,Africa,Asia,2.98023223876953E-0007
gro,Africa,Asia,1.54972076416015E-0006
osd,Africa,Asia,3.43322753906250E-0005
others,Africa,Asia,8.23974609375000E-0004
Intermediate,Africa,Asia,-4.88281250000000E-0004
pdr,Asia,Asia,1.09672546386718E-0004
wht,Asia,Asia,3.96728515625000E-0004
gro,Asia,Asia,9.91821289062500E-0004
osd,Asia,Asia,1.52587890625000E-0004
others,Asia,Asia,7.56835937500000E-0003
Intermediate,Asia,Asia,0.0234375
pdr,Europe,Asia,8.94069671630859E-0008
wht,Europe,Asia,9.53674316406250E-0005
gro,Europe,Asia,7.24792480468750E-0005
osd,Europe,Asia,-7.62939453125000E-0006
others,Europe,Asia,6.56127929687500E-0004
Intermediate,Europe,Asia,-0.013671875
pdr,N_America,Asia,3.76701354980469E-0005
wht,N_America,Asia,7.62939453125000E-0004
gro,N_America,Asia,6.10351562500000E-0005
osd,N_America,Asia,-1.22070312500000E-0004
others,N_America,Asia,3.05175781250000E-0004
Intermediate,N_America,Asia,0.0283203125
pdr,Oceania,Asia,-1.60932540893555E-0006
wht,Oceania,Asia,1.83105468750000E-0004
gro,Oceania,Asia,1.41143798828125E-0004
osd,Oceania,Asia,-4.57763671875000E-0005
others,Oceania,Asia,6.10351562500000E-0004
Intermediate,Oceania,Asia,4.39453125000000E-0003
pdr,S_America,Asia,3.01748514175415E-0007
wht,S_America,Asia,1.52587890625000E-0005
gro,S_America,Asia,1.37329101562500E-0004
osd,S_America,Asia,-4.88281250000000E-0004
others,S_America,Asia,-1.52587890625000E-0005
Intermediate,S_America,Asia,9.76562500000000E-0004
wht,ROW,Asia,-3.49245965480804E-0010
osd,ROW,Asia,8.14907252788544E-0009
others,ROW,Asia,9.31322574615479E-0009
Intermediate,ROW,Asia,2.98023223876953E-0008
pdr,Africa,Europe,-9.53674316406250E-0007
wht,Africa,Europe,5.96046447753906E-0007
gro,Africa,Europe,1.43051147460937E-0006
osd,Africa,Europe,8.58306884765625E-0006
others,Africa,Europe,-2.44140625000000E-0004
Intermediate,Africa,Europe,-3.90625000000000E-0003
pdr,Asia,Europe,2.25067138671875E-0004
wht,Asia,Europe,-2.11715698242188E-0004
gro,Asia,Europe,-1.57356262207031E-0005
osd,Asia,Europe,7.62939453125000E-0005
others,Asia,Europe,-7.32421875000000E-0004
Intermediate,Asia,Europe,-3.90625000000000E-0003
pdr,Europe,Europe,1.19209289550781E-0006
wht,Europe,Europe,7.01904296875000E-0004
gro,Europe,Europe,3.66210937500000E-0004
osd,Europe,Europe,9.15527343750000E-0005
others,Europe,Europe,2.68554687500000E-0003
Intermediate,Europe,Europe,0.15625
pdr,N_America,Europe,-1.57356262207031E-0005
wht,N_America,Europe,-5.34057617187500E-0005
gro,N_America,Europe,2.09808349609375E-0005
osd,N_America,Europe,2.44140625000000E-0004
others,N_America,Europe,6.10351562500000E-0005
Intermediate,N_America,Europe,-0.0146484375
pdr,Oceania,Europe,-5.88595867156982E-0007
wht,Oceania,Europe,-5.72204589843750E-0006
gro,Oceania,Europe,9.38773155212402E-0007
osd,Oceania,Europe,-4.76837158203125E-0006
others,Oceania,Europe,-3.81469726562500E-0004
Intermediate,Oceania,Europe,-9.76562500000000E-0004
pdr,S_America,Europe,1.26361846923828E-0005
wht,S_America,Europe,1.71661376953125E-0005
gro,S_America,Europe,3.05175781250000E-0005
osd,S_America,Europe,4.88281250000000E-0004
others,S_America,Europe,-1.70898437500000E-0003
Intermediate,S_America,Europe,1.95312500000000E-0003
wht,ROW,Europe,2.44472175836563E-0009
gro,ROW,Europe,1.01863406598568E-0008
osd,ROW,Europe,1.02445483207702E-0008
others,ROW,Europe,-4.65661287307739E-0009
Intermediate,ROW,Europe,-8.94069671630859E-0007
pdr,Africa,N_America,1.19209289550781E-0007
wht,Africa,N_America,-5.56930899620056E-0007
gro,Africa,N_America,-5.43892383575439E-0007
osd,Africa,N_America,-1.43051147460937E-0006
others,Africa,N_America,-4.57763671875000E-0005
Intermediate,Africa,N_America,-2.44140625000000E-0003
pdr,Asia,N_America,-4.76837158203125E-0007
wht,Asia,N_America,-1.56462192535400E-0007
gro,Asia,N_America,-6.40749931335449E-0007
osd,Asia,N_America,3.81469726562500E-0006
others,Asia,N_America,3.05175781250000E-0005
Intermediate,Asia,N_America,0.021484375
pdr,Europe,N_America,-1.26659870147705E-0007
wht,Europe,N_America,-8.94069671630859E-0008
osd,Europe,N_America,2.86102294921875E-0006
Intermediate,Europe,N_America,-0.025390625
pdr,N_America,N_America,5.72204589843750E-0006
wht,N_America,N_America,-3.85284423828125E-0004
gro,N_America,N_America,-1.98364257812500E-0004
osd,N_America,N_America,6.48498535156250E-0005
others,N_America,N_America,-7.93457031250000E-0004
Intermediate,N_America,N_America,-7.81250000000000E-0003
pdr,Oceania,N_America,-3.72529029846191E-0008
wht,Oceania,N_America,-4.65661287307739E-0010
gro,Oceania,N_America,-2.98023223876953E-0007
osd,Oceania,N_America,1.78813934326172E-0007
others,Oceania,N_America,7.62939453125000E-0006
Intermediate,Oceania,N_America,1.52587890625000E-0003
pdr,S_America,N_America,-1.49011611938477E-0007
wht,S_America,N_America,-3.20374965667725E-0007
osd,S_America,N_America,3.81469726562500E-0005
others,S_America,N_America,-1.22070312500000E-0003
Intermediate,S_America,N_America,-5.37109375000000E-0003
pdr,ROW,N_America,-7.27595761418343E-0012
wht,ROW,N_America,-3.49245965480804E-0010
gro,ROW,N_America,-2.32830643653870E-0010
osd,ROW,N_America,3.72529029846191E-0009
others,ROW,N_America,-2.23517417907715E-0008
Intermediate,ROW,N_America,3.57627868652344E-0007
pdr,Africa,Oceania,-6.39847712591290E-0008
wht,Africa,Oceania,3.06172296404839E-0008
gro,Africa,Oceania,8.14907252788544E-0009
osd,Africa,Oceania,-2.98023223876953E-0008
others,Africa,Oceania,-1.43051147460937E-0006
Intermediate,Africa,Oceania,-1.52587890625000E-0004
pdr,Asia,Oceania,-8.46385955810547E-0006
wht,Asia,Oceania,-3.37604433298111E-0009
gro,Asia,Oceania,5.58793544769287E-0008
osd,Asia,Oceania,1.19209289550781E-0007
others,Asia,Oceania,1.14440917968750E-0005
Intermediate,Asia,Oceania,1.22070312500000E-0003
pdr,Europe,Oceania,-2.11177393794060E-0007
wht,Europe,Oceania,2.88709998130798E-0008
gro,Europe,Oceania,9.31322574615479E-0009
osd,Europe,Oceania,-1.34110450744629E-0007
others,Europe,Oceania,-8.58306884765625E-0006
Intermediate,Europe,Oceania,3.29589843750000E-0003
pdr,N_America,Oceania,1.45286321640015E-0007
wht,N_America,Oceania,2.38418579101563E-0007
gro,N_America,Oceania,3.09944152832031E-0006
osd,N_America,Oceania,4.76837158203125E-0007
Intermediate,N_America,Oceania,-3.05175781250000E-0004
pdr,Oceania,Oceania,-2.44379043579102E-0006
wht,Oceania,Oceania,-2.38418579101563E-0007
gro,Oceania,Oceania,-5.96046447753906E-0008
others,Oceania,Oceania,2.67028808593750E-0005
Intermediate,Oceania,Oceania,-4.88281250000000E-0004
pdr,S_America,Oceania,-5.63543289899826E-0006
wht,S_America,Oceania,2.27009877562523E-0009
gro,S_America,Oceania,-3.81842255592346E-0008
osd,S_America,Oceania,1.19209289550781E-0007
Intermediate,S_America,Oceania,-5.34057617187500E-0005
wht,ROW,Oceania,-2.91038304567337E-0011
gro,ROW,Oceania,-3.63797880709171E-0012
others,ROW,Oceania,8.73114913702011E-0011
Intermediate,ROW,Oceania,9.31322574615479E-0010
pdr,Africa,S_America,4.19095158576965E-0009
wht,Africa,S_America,-7.91624188423157E-0009
gro,Africa,S_America,5.36441802978516E-0007
others,Africa,S_America,3.81469726562500E-0006
Intermediate,Africa,S_America,4.27246093750000E-0004
pdr,Asia,S_America,4.99188899993896E-0007
wht,Asia,S_America,1.03842467069625E-0007
gro,Asia,S_America,3.87430191040039E-0007
osd,Asia,S_America,3.69548797607422E-0006
others,Asia,S_America,2.86102294921875E-0005
Intermediate,Asia,S_America,-7.32421875000000E-0004
pdr,Europe,S_America,-3.72529029846191E-0008
wht,Europe,S_America,1.90734863281250E-0006
gro,Europe,S_America,-1.78813934326172E-0006
osd,Europe,S_America,8.34465026855469E-0007
others,Europe,S_America,6.86645507812500E-0005
Intermediate,Europe,S_America,-9.76562500000000E-0004
pdr,N_America,S_America,3.62396240234375E-0005
wht,N_America,S_America,5.34057617187500E-0005
gro,N_America,S_America,2.28881835937500E-0005
osd,N_America,S_America,-2.28881835937500E-0005
others,N_America,S_America,-3.05175781250000E-0005
Intermediate,N_America,S_America,3.41796875000000E-0003
pdr,Oceania,S_America,3.81842255592346E-0007
wht,Oceania,S_America,3.39001417160034E-0007
gro,Oceania,S_America,5.96046447753906E-0007
osd,Oceania,S_America,2.98023223876953E-0008
others,Oceania,S_America,-1.66893005371094E-0006
Intermediate,Oceania,S_America,7.62939453125000E-0005
pdr,S_America,S_America,-1.62124633789063E-0005
wht,S_America,S_America,-7.62939453125000E-0005
gro,S_America,S_America,6.10351562500000E-0005
osd,S_America,S_America,3.05175781250000E-0005
others,S_America,S_America,2.44140625000000E-0004
Intermediate,S_America,S_America,3.41796875000000E-0003
wht,ROW,S_America,-7.27595761418343E-0012
gro,ROW,S_America,-7.27595761418343E-0012
osd,ROW,S_America,-4.36557456851006E-0011
others,ROW,S_America,1.16415321826934E-0009
Intermediate,ROW,S_America,-5.02914190292358E-0008
others,Africa,ROW,8.73114913702011E-0011
Intermediate,Africa,ROW,-4.37721610069275E-0008
wht,Asia,ROW,-4.07453626394272E-0010
gro,Asia,ROW,4.07453626394272E-0010
osd,Asia,ROW,6.98491930961609E-0010
others,Asia,ROW,-1.86264514923096E-0009
Intermediate,Asia,ROW,-1.49011611938477E-0007
wht,Europe,ROW,1.12922862172126E-0008
gro,Europe,ROW,-5.84404915571213E-0008
osd,Europe,ROW,4.65661287307739E-0010
Intermediate,Europe,ROW,-4.55975532531738E-0006
wht,N_America,ROW,-5.82076609134674E-0010
gro,N_America,ROW,-1.16415321826935E-0010
osd,N_America,ROW,-4.65661287307739E-0010
others,N_America,ROW,9.31322574615479E-0010
Intermediate,N_America,ROW,4.17232513427734E-0007
gro,Oceania,ROW,3.63797880709171E-0012
osd,Oceania,ROW,1.45519152283669E-0011
others,Oceania,ROW,5.82076609134674E-0011
Intermediate,Oceania,ROW,-3.07336449623108E-0008
wht,S_America,ROW,-7.27595761418343E-0012
osd,S_America,ROW,2.91038304567337E-0011
others,S_America,ROW,1.74622982740402E-0010
Intermediate,S_America,ROW,-8.00937414169312E-0008
!Header: 2SRP, dimensions: REG [7], description: Economic surplus in region s.  This should be close to zero.
REG,Value
Africa,-0.51237487793
Asia,-1.3895263672
Europe,2.3040161133
N_America,-1.8796386719
Oceania,0.026303291321
S_America,-0.058349609375
ROW,-1.02818012237548E-0005
!Header: 2IMP, dimensions: TRAD_COMM*REG [6*7], description: Checking the accounting on traded commodities supply and demand
TRAD_COMM,REG,Value
pdr,Africa,3.89851629734039E-0006
wht,Africa,4.49538230895996E-0004
gro,Africa,5.96106052398682E-0004
osd,Africa,3.07261943817139E-0005
others,Africa,4.10795211791992E-0004
Intermediate,Africa,5.37109375000000E-0003
pdr,Asia,6.97523355484009E-0005
wht,Asia,8.46862792968750E-0004
gro,Asia,-1.67846679687500E-0004
osd,Asia,2.13503837585449E-0004
others,Asia,8.85009765625000E-0004
Intermediate,Asia,-0.04296875
pdr,Europe,1.14232301712036E-0004
wht,Europe,-1.01184844970703E-0003
gro,Europe,4.57763671875000E-0005
osd,Europe,-4.22954559326172E-0004
others,Europe,0.012908935547
Intermediate,Europe,0.79296875
pdr,N_America,1.49742700159549E-0005
wht,N_America,-4.97456640005112E-0005
gro,N_America,-8.29696655273438E-0005
osd,N_America,-1.27315521240234E-0004
others,N_America,-4.17327880859375E-0003
Intermediate,N_America,-0.16259765625
pdr,Oceania,1.19209289550781E-0006
wht,Oceania,-4.18396666646004E-0007
gro,Oceania,-2.14576721191406E-0006
osd,Oceania,2.71648168563843E-0005
others,Oceania,7.70092010498047E-0005
Intermediate,Oceania,-0.01806640625
pdr,S_America,7.45998695492744E-0005
wht,S_America,-1.51752494275570E-0004
gro,S_America,-1.39614567160606E-0004
osd,S_America,8.39876011013985E-0005
others,S_America,8.36253166198730E-0005
