!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
NSAV_COMM,REG,Value
Intermediate,N_America,S_America,mtax,5954.1171875
wht,Oceania,S_America,mtax,0.053120553493
gro,Oceania,S_America,mtax,1.651227951
osd,Oceania,S_America,mtax,0.068037509918
others,Oceania,S_America,mtax,0.88204574585
Intermediate,Oceania,S_America,mtax,130.42016602
pdr,S_America,S_America,mtax,1.2812042236
wht,S_America,S_America,mtax,2.1600341797
gro,S_America,S_America,mtax,21.582519531
osd,S_America,S_America,mtax,10.671875
others,S_America,S_America,mtax,49.413818359
Intermediate,S_America,S_America,mtax,2689.84375
gro,ROW,S_America,mtax,3.05061112158000E-0005
osd,ROW,S_America,mtax,4.55632107332349E-0005
others,ROW,S_America,mtax,3.71178612112999E-0004
Intermediate,ROW,S_America,mtax,0.059436619282
!Header: BI03, dimensions: TRAD_COMM*REG*REG*MKTVALUE [6*7*7*2], description: Decomposition of cif values - CIFDECOMP
TRAD_COMM,REG,REG,MKTVALUE,Value
pdr,Africa,Africa,fob,17.027051926
wht,Africa,Africa,fob,57.943775177
gro,Africa,Africa,fob,284.38519287
osd,Africa,Africa,fob,105.55025482
others,Africa,Africa,fob,1389.6898193
Intermediate,Africa,Africa,fob,28393.205078
pdr,Asia,Africa,fob,131.55221558
wht,Asia,Africa,fob,161.55496216
gro,Asia,Africa,fob,19.184286118
osd,Asia,Africa,fob,44.357593536
others,Asia,Africa,fob,530.20458984
Intermediate,Asia,Africa,fob,68209.210938
pdr,Europe,Africa,fob,2.0218002796
wht,Europe,Africa,fob,1245.6740723
gro,Europe,Africa,fob,123.5426712
osd,Europe,Africa,fob,36.45275116
others,Europe,Africa,fob,886.69360352
Intermediate,Europe,Africa,fob,119217.625
pdr,N_America,Africa,fob,67.211166382
wht,N_America,Africa,fob,2069.8962402
gro,N_America,Africa,fob,760.96374512
osd,N_America,Africa,fob,81.581268311
others,N_America,Africa,fob,253.73139954
Intermediate,N_America,Africa,fob,22503.322266
pdr,Oceania,Africa,fob,0.18800278008
wht,Oceania,Africa,fob,451.79275513
gro,Oceania,Africa,fob,2.3062324524
osd,Oceania,Africa,fob,0.92408043146
others,Oceania,Africa,fob,40.323783875
Intermediate,Oceania,Africa,fob,3035.552002
pdr,S_America,Africa,fob,1.332772851
wht,S_America,Africa,fob,669.9800415
gro,S_America,Africa,fob,321.76034546
osd,S_America,Africa,fob,151.46388245
others,S_America,Africa,fob,233.88346863
Intermediate,S_America,Africa,fob,8255.2597656
pdr,ROW,Africa,fob,1.30758417427046E-0008
wht,ROW,Africa,fob,4.56039288110333E-0007
gro,ROW,Africa,fob,5.90187653415342E-0007
osd,ROW,Africa,fob,1.41351932825273E-0007
others,ROW,Africa,fob,7.77217501308769E-0004
Intermediate,ROW,Africa,fob,0.34649339318
pdr,Africa,Asia,fob,31.741073608
wht,Africa,Asia,fob,17.29397583
gro,Africa,Asia,fob,30.541542053
osd,Africa,Asia,fob,244.96517944
others,Africa,Asia,fob,3186.8342285
Intermediate,Africa,Asia,fob,58571.828125
pdr,Asia,Asia,fob,137.98788452
wht,Asia,Asia,fob,905.65130615
gro,Asia,Asia,fob,1057.0853271
osd,Asia,Asia,fob,646.68548584
others,Asia,Asia,fob,11065.992188
Intermediate,Asia,Asia,fob,1530534.25
pdr,Europe,Asia,fob,3.3903083801
wht,Europe,Asia,fob,612.64666748
gro,Europe,Asia,fob,704.88049316
osd,Europe,Asia,fob,296.04067993
others,Europe,Asia,fob,1626.8533936
Intermediate,Europe,Asia,fob,586971.6875
pdr,N_America,Asia,fob,70.387535095
wht,N_America,Asia,fob,3826.0412598
gro,N_America,Asia,fob,4494.8774414
osd,N_America,Asia,fob,5776.5830078
others,N_America,Asia,fob,6503.5703125
Intermediate,N_America,Asia,fob,331804.8125
pdr,Oceania,Asia,fob,8.8118247986
wht,Oceania,Asia,fob,2026.3973389
gro,Oceania,Asia,fob,693.86889648
osd,Oceania,Asia,fob,401.06420898
others,Oceania,Asia,fob,1785.2010498
Intermediate,Oceania,Asia,fob,73369.648438
pdr,S_America,Asia,fob,0.67641746998
wht,S_America,Asia,fob,199.5662384
gro,S_America,Asia,fob,977.75598145
osd,S_America,Asia,fob,4027.7802734
others,S_America,Asia,fob,1815.0460205
Intermediate,S_America,Asia,fob,54683.285156
pdr,ROW,Asia,fob,1.62721391916421E-0007
wht,ROW,Asia,fob,8.80129169672728E-0003
gro,ROW,Asia,fob,7.17519363388419E-0003
osd,ROW,Asia,fob,9.79620590806007E-0003
others,ROW,Asia,fob,0.056247346103
Intermediate,ROW,Asia,fob,5.544960022
pdr,Africa,Europe,fob,37.083099365
wht,Africa,Europe,fob,39.894752502
gro,Africa,Europe,fob,60.755447388
osd,Africa,Europe,fob,154.99804688
others,Africa,Europe,fob,9009.9814453
Intermediate,Africa,Europe,fob,127181.5625
pdr,Asia,Europe,fob,193.34817505
wht,Asia,Europe,fob,326.6373291
gro,Asia,Europe,fob,77.282463074
osd,Asia,Europe,fob,418.72015381
others,Asia,Europe,fob,6373.4658203
Intermediate,Asia,Europe,fob,720706.5625
pdr,Europe,Europe,fob,200.37846375
wht,Europe,Europe,fob,3926.442627
gro,Europe,Europe,fob,4383.878418
osd,Europe,Europe,fob,2225.2578125
others,Europe,Europe,fob,37983.902344
Intermediate,Europe,Europe,fob,3285273.25
pdr,N_America,Europe,fob,68.179779053
wht,N_America,Europe,fob,1119.5001221
gro,N_America,Europe,fob,310.34243774
osd,N_America,Europe,fob,1700.4882813
others,N_America,Europe,fob,3996.942627
Intermediate,N_America,Europe,fob,362317.09375
pdr,Oceania,Europe,fob,1.0967329741
wht,Oceania,Europe,fob,159.6477356
gro,Oceania,Europe,fob,2.8992302418
osd,Oceania,Europe,fob,88.386550903
others,Oceania,Europe,fob,781.5769043
Intermediate,Oceania,Europe,fob,27855.851563
pdr,S_America,Europe,fob,16.473640442
wht,S_America,Europe,fob,145.91358948
gro,S_America,Europe,fob,671.62689209
osd,S_America,Europe,fob,3666.6984863
others,S_America,Europe,fob,9540.859375
Intermediate,S_America,Europe,fob,87281.164063
pdr,ROW,Europe,fob,2.34202914839443E-0007
wht,ROW,Europe,fob,0.011387849227
gro,ROW,Europe,fob,9.87447518855333E-0003
osd,ROW,Europe,fob,0.012674489059
others,ROW,Europe,fob,0.084103986621
Intermediate,ROW,Europe,fob,8.0823583603
pdr,Africa,N_America,fob,2.8226697445
wht,Africa,N_America,fob,15.083834648
gro,Africa,N_America,fob,19.186014175
osd,Africa,N_America,fob,31.983224869
others,Africa,N_America,fob,1041.4472656
Intermediate,Africa,N_America,fob,52747.09375
pdr,Asia,N_America,fob,22.395843506
wht,Asia,N_America,fob,7.7903132439
gro,Asia,N_America,fob,11.172377586
osd,Asia,N_America,fob,114.67431641
others,Asia,N_America,fob,2099.0307617
Intermediate,Asia,N_America,fob,686559.75
pdr,Europe,N_America,fob,0.29224133492
wht,Europe,N_America,fob,13.884033203
gro,Europe,N_America,fob,63.05771637
osd,Europe,N_America,fob,51.208145142
others,Europe,N_America,fob,1372.2657471
Intermediate,Europe,N_America,fob,486003.1875
pdr,N_America,N_America,fob,146.27639771
wht,N_America,N_America,fob,761.2265625
gro,N_America,N_America,fob,1614.1293945
osd,N_America,N_America,fob,1726.1470947
others,N_America,N_America,fob,8820.4238281
Intermediate,N_America,N_America,fob,715738.6875
pdr,Oceania,N_America,fob,0.31798267365
wht,Oceania,N_America,fob,0.1979650408
gro,Oceania,N_America,fob,8.9101266861
osd,Oceania,N_America,fob,4.9072656631
others,Oceania,N_America,fob,279.22473145
Intermediate,Oceania,N_America,fob,18332.898438
pdr,S_America,N_America,fob,1.6702026129
wht,S_America,N_America,fob,3.7830088139
gro,S_America,N_America,fob,101.1701889
osd,S_America,N_America,fob,308.23712158
others,S_America,N_America,fob,6225.7265625
Intermediate,S_America,N_America,fob,115017.59375
pdr,ROW,N_America,fob,8.45964066684246E-0004
wht,ROW,N_America,fob,0.015412390232
gro,ROW,N_America,fob,0.013362601399
osd,ROW,N_America,fob,0.017156701535
others,ROW,N_America,fob,0.089584819973
Intermediate,ROW,N_America,fob,7.403834343
pdr,Africa,Oceania,fob,0.32309308648
wht,Africa,Oceania,fob,1.5909513235
gro,Africa,Oceania,fob,2.2058124542
osd,Africa,Oceania,fob,2.2626302242
others,Africa,Oceania,fob,45.107257843
Intermediate,Africa,Oceania,fob,2519.9741211
pdr,Asia,Oceania,fob,6.6151232719
wht,Asia,Oceania,fob,0.78523391485
gro,Asia,Oceania,fob,1.5677275658
osd,Asia,Oceania,fob,10.986014366
others,Asia,Oceania,fob,223.75344849
Intermediate,Asia,Oceania,fob,67087.34375
pdr,Europe,Oceania,fob,0.036718711257
wht,Europe,Oceania,fob,1.4971292019
gro,Europe,Oceania,fob,0.47484439611
osd,Europe,Oceania,fob,0.96391928196
others,Europe,Oceania,fob,127.61910248
Intermediate,Europe,Oceania,fob,44981.503906
pdr,N_America,Oceania,fob,0.43843594193
wht,N_America,Oceania,fob,6.3171143532
gro,N_America,Oceania,fob,12.569999695
osd,N_America,Oceania,fob,18.831636429
others,N_America,Oceania,fob,165.01225281
Intermediate,N_America,Oceania,fob,25792.667969
pdr,Oceania,Oceania,fob,5.6478705406
wht,Oceania,Oceania,fob,25.572422028
gro,Oceania,Oceania,fob,5.6807351112
osd,Oceania,Oceania,fob,5.0040230751
others,Oceania,Oceania,fob,199.12660217
Intermediate,Oceania,Oceania,fob,12746.723633
pdr,S_America,Oceania,fob,0.1567350328
wht,S_America,Oceania,fob,0.063455738127
gro,S_America,Oceania,fob,0.61048454046
osd,S_America,Oceania,fob,3.7135720253
others,S_America,Oceania,fob,67.991897583
Intermediate,S_America,Oceania,fob,2010.0014648
pdr,ROW,Oceania,fob,1.15409148904177E-0008
wht,ROW,Oceania,fob,6.37950259260833E-0004
gro,ROW,Oceania,fob,5.53147110622376E-0004
osd,ROW,Oceania,fob,7.10072461515665E-0004
others,ROW,Oceania,fob,3.31947999075055E-0003
Intermediate,ROW,Oceania,fob,0.38027659059
pdr,Africa,S_America,fob,0.38785210252
wht,Africa,S_America,fob,1.9285869598
gro,Africa,S_America,fob,8.6446504593
osd,Africa,S_America,fob,4.846268177
others,Africa,S_America,fob,82.975570679
Intermediate,Africa,S_America,fob,8463.7402344
pdr,Asia,S_America,fob,1.0843898058
wht,Asia,S_America,fob,0.87988209724
gro,Asia,S_America,fob,2.7337656021
osd,Asia,S_America,fob,7.6047706604
others,Asia,S_America,fob,233.56060791
Intermediate,Asia,S_America,fob,55914.621094
pdr,Europe,S_America,fob,0.42992994189
wht,Europe,S_America,fob,10.205895424
gro,Europe,S_America,fob,6.8949804306
osd,Europe,S_America,fob,6.8864102364
others,Europe,S_America,fob,238.5642395
Intermediate,Europe,S_America,fob,79811.257813
pdr,N_America,S_America,fob,179.88816833
wht,N_America,S_America,fob,1402.2961426
gro,N_America,S_America,fob,992.10522461
osd,N_America,S_America,fob,166.83753967
others,N_America,S_America,fob,959.79486084
Intermediate,N_America,S_America,fob,78513.390625
pdr,Oceania,S_America,fob,0.06189699471
wht,Oceania,S_America,fob,0.73136472702
gro,Oceania,S_America,fob,18.244541168
osd,Oceania,S_America,fob,1.1061704159
others,Oceania,S_America,fob,18.496458054
Intermediate,Oceania,S_America,fob,2285.1525879
pdr,S_America,S_America,fob,113.92402649
wht,S_America,S_America,fob,837.0960083
gro,S_America,S_America,fob,421.60577393
osd,S_America,S_America,fob,763.73956299
others,S_America,S_America,fob,1072.5970459
Intermediate,S_America,S_America,fob,61259.636719
pdr,ROW,S_America,fob,2.42940725314611E-0008
wht,ROW,S_America,fob,6.88634114339948E-0004
gro,ROW,S_America,fob,5.97269972786307E-0004
osd,ROW,S_America,fob,7.66154553275555E-0004
others,ROW,S_America,fob,4.13455069065094E-0003
Intermediate,ROW,S_America,fob,0.7677809
pdr,Africa,ROW,fob,6.71182860969566E-0005
wht,Africa,ROW,fob,7.07245926605538E-0005
gro,Africa,ROW,fob,2.22264090552926E-0004
osd,Africa,ROW,fob,8.73684984981082E-0005
others,Africa,ROW,fob,1.46315712481737E-0003
Intermediate,Africa,ROW,fob,0.33417785168
pdr,Asia,ROW,fob,4.19303723901976E-0005
wht,Asia,ROW,fob,8.83279182016850E-0003
gro,Asia,ROW,fob,7.25473044440150E-0003
osd,Asia,ROW,fob,9.83301643282175E-0003
others,Asia,ROW,fob,0.057299725711
Intermediate,Asia,ROW,fob,5.5715842247
pdr,Europe,ROW,fob,6.42032276232385E-0008
wht,Europe,ROW,fob,0.011480034329
gro,Europe,ROW,fob,9.89685859531164E-0003
osd,Europe,ROW,fob,0.012685643509
others,Europe,ROW,fob,0.084068223834
Intermediate,Europe,ROW,fob,8.0870990753
pdr,N_America,ROW,fob,8.45775590278208E-0004
wht,N_America,ROW,fob,0.015407569706
gro,N_America,ROW,fob,0.013359642588
osd,N_America,ROW,fob,0.017158823088
others,N_America,ROW,fob,0.08915887773
Intermediate,N_America,ROW,fob,7.575214386
pdr,Oceania,ROW,fob,2.35853642172046E-0010
wht,Oceania,ROW,fob,6.37771678157151E-0004
gro,Oceania,ROW,fob,5.52716723177582E-0004
osd,Oceania,ROW,fob,7.11266067810357E-0004
others,Oceania,ROW,fob,3.31524387001991E-0003
Intermediate,Oceania,ROW,fob,0.38470116258
pdr,S_America,ROW,fob,3.20481575499798E-0007
wht,S_America,ROW,fob,6.90962886437774E-0004
gro,S_America,ROW,fob,6.21854327619076E-0004
osd,S_America,ROW,fob,7.66341108828783E-0004
others,S_America,ROW,fob,4.21446142718196E-0003
Intermediate,S_America,ROW,fob,0.75778746605
pdr,ROW,ROW,fob,1.00000033853575E-0006
wht,ROW,ROW,fob,1.00001079772482E-0006
gro,ROW,ROW,fob,1.00001398095628E-0006
osd,ROW,ROW,fob,1.00000329439353E-0006
others,ROW,ROW,fob,4.00117687604507E-0006
Intermediate,ROW,ROW,fob,5.10772370034829E-0005
pdr,Africa,Africa,trans,1.5591239929
wht,Africa,Africa,trans,3.1062011719
gro,Africa,Africa,trans,24.7137146
osd,Africa,Africa,trans,12.012748718
others,Africa,Africa,trans,158.71582031
Intermediate,Africa,Africa,trans,2045.046875
pdr,Asia,Africa,trans,12.262756348
wht,Asia,Africa,trans,11.535461426
gro,Asia,Africa,trans,1.5900478363
osd,Asia,Africa,trans,9.1557312012
others,Asia,Africa,trans,64.013671875
Intermediate,Asia,Africa,trans,4251.734375
pdr,Europe,Africa,trans,0.18861746788
wht,Europe,Africa,trans,95.490966797
gro,Europe,Africa,trans,11.066520691
osd,Europe,Africa,trans,5.7935142517
others,Europe,Africa,trans,115.13146973
Intermediate,Europe,Africa,trans,6064.25
pdr,N_America,Africa,trans,6.2806472778
wht,N_America,Africa,trans,162.73583984
gro,N_America,Africa,trans,66.588623047
osd,N_America,Africa,trans,26.722732544
others,N_America,Africa,trans,28.488143921
Intermediate,N_America,Africa,trans,720.51367188
pdr,Oceania,Africa,trans,0.017556488514
wht,Oceania,Africa,trans,28.980804443
gro,Oceania,Africa,trans,0.19980216026
osd,Oceania,Africa,trans,0.14653939009
others,Oceania,Africa,trans,5.4878196716
Intermediate,Oceania,Africa,trans,151.81420898
pdr,S_America,Africa,trans,0.12408697605
wht,S_America,Africa,trans,52.103393555
gro,S_America,Africa,trans,28.129119873
osd,S_America,Africa,trans,49.411636353
others,S_America,Africa,trans,25.293106079
Intermediate,S_America,Africa,trans,629.59960938
others,ROW,Africa,trans,1.31510139908642E-0004
Intermediate,ROW,Africa,trans,9.45001840591431E-0003
pdr,Africa,Asia,trans,2.6313400269
wht,Africa,Asia,trans,0.072549819946
gro,Africa,Asia,trans,0.67733192444
osd,Africa,Asia,trans,23.3671875
others,Africa,Asia,trans,360.94946289
Intermediate,Africa,Asia,trans,2657.5625
pdr,Asia,Asia,trans,12.440353394
wht,Asia,Asia,trans,67.283996582
gro,Asia,Asia,trans,91.816040039
osd,Asia,Asia,trans,129.34991455
others,Asia,Asia,trans,2366.6943359
Intermediate,Asia,Asia,trans,75880.5
pdr,Europe,Asia,trans,0.31634950638
wht,Europe,Asia,trans,43.32421875
gro,Europe,Asia,trans,63.543273926
osd,Europe,Asia,trans,70.659973145
others,Europe,Asia,trans,209.72619629
Intermediate,Europe,Asia,trans,20552.5625
pdr,N_America,Asia,trans,6.5776748657
wht,N_America,Asia,trans,300.65454102
gro,N_America,Asia,trans,393.75634766
osd,N_America,Asia,trans,1760.7646484
others,N_America,Asia,trans,1023.5791016
Intermediate,N_America,Asia,trans,11224.78125
pdr,Oceania,Asia,trans,0.82347488403
wht,Oceania,Asia,trans,159.3380127
gro,Oceania,Asia,trans,63.45123291
osd,Oceania,Asia,trans,42.866943359
others,Oceania,Asia,trans,391.1151123
Intermediate,Oceania,Asia,trans,4844.9453125
pdr,S_America,Asia,trans,0.058311343193
wht,S_America,Asia,trans,15.602767944
gro,S_America,Asia,trans,85.188354492
osd,S_America,Asia,trans,1314.4550781
others,S_America,Asia,trans,246.92834473
Intermediate,S_America,Asia,trans,2895.71875
wht,ROW,Asia,trans,6.06494955718517E-0004
gro,ROW,Asia,trans,5.48182055354118E-0004
osd,ROW,Asia,trans,2.47095804661512E-0003
others,ROW,Asia,trans,7.96716660261154E-0003
Intermediate,ROW,Asia,trans,0.18193244934
pdr,Africa,Europe,trans,2.7166557312
wht,Africa,Europe,trans,0.16849517822
gro,Africa,Europe,trans,0.66262817383
osd,Africa,Europe,trans,14.693130493
others,Africa,Europe,trans,1850.9472656
Intermediate,Africa,Europe,trans,6342.90625
pdr,Asia,Europe,trans,17.453094482
wht,Asia,Europe,trans,24.248840332
gro,Asia,Europe,trans,4.631652832
osd,Asia,Europe,trans,74.352203369
others,Asia,Europe,trans,1024.6308594
Intermediate,Asia,Europe,trans,28354.375
pdr,Europe,Europe,trans,2.1506652832
wht,Europe,Europe,trans,156.65307617
gro,Europe,Europe,trans,241.67431641
osd,Europe,Europe,trans,140.88623047
others,Europe,Europe,trans,2886.125
Intermediate,Europe,Europe,trans,73282.25
pdr,N_America,Europe,trans,6.371383667
wht,N_America,Europe,trans,87.321411133
gro,N_America,Europe,trans,26.187530518
osd,N_America,Europe,trans,520.8815918
others,N_America,Europe,trans,403.83569336
Intermediate,N_America,Europe,trans,9310.15625
pdr,Oceania,Europe,trans,0.10248446465
wht,Oceania,Europe,trans,12.546585083
gro,Oceania,Europe,trans,0.24949336052
osd,Oceania,Europe,trans,13.493423462
others,Oceania,Europe,trans,224.85614014
Intermediate,Oceania,Europe,trans,983.67578125
pdr,S_America,Europe,trans,1.5240631104
wht,S_America,Europe,trans,11.160217285
gro,S_America,Europe,trans,57.719909668
osd,S_America,Europe,trans,1181.3864746
others,S_America,Europe,trans,2017.3720703
Intermediate,S_America,Europe,trans,4127.6953125
wht,ROW,Europe,trans,7.84677453339100E-0004
gro,ROW,Europe,trans,7.54370354115963E-0004
osd,ROW,Europe,trans,3.19690164178610E-0003
others,ROW,Europe,trans,0.011993870139
Intermediate,ROW,Europe,trans,0.26697254181
pdr,Africa,N_America,trans,0.01852440834
wht,Africa,N_America,trans,0.02695941925
gro,Africa,N_America,trans,0.065198898315
osd,Africa,N_America,trans,4.1041240692
others,Africa,N_America,trans,110.12487793
Intermediate,Africa,N_America,trans,2163.9609375
pdr,Asia,N_America,trans,1.8571166992
wht,Asia,N_America,trans,0.10787630081
gro,Asia,N_America,trans,0.1577205658
osd,Asia,N_America,trans,20.08605957
others,Asia,N_America,trans,247.24365234
Intermediate,Asia,N_America,trans,30699.5
pdr,Europe,N_America,trans,0.026963859797
wht,Europe,N_America,trans,0.20525169373
gro,Europe,N_America,trans,5.3833618164
osd,Europe,N_America,trans,8.3535194397
others,Europe,N_America,trans,260.97473145
Intermediate,Europe,N_America,trans,14613.625
pdr,N_America,N_America,trans,4.8841247559
wht,N_America,N_America,trans,26.20098877
gro,N_America,N_America,trans,78.936889648
osd,N_America,N_America,trans,35.991943359
others,N_America,N_America,trans,464.5078125
Intermediate,N_America,N_America,trans,11183.9375
pdr,Oceania,N_America,trans,0.026886820793
wht,Oceania,N_America,trans,5.93391060829163E-0003
gro,Oceania,N_America,trans,0.76219272614
osd,Oceania,N_America,trans,0.40899515152
others,Oceania,N_America,trans,60.021911621
Intermediate,Oceania,N_America,trans,751.94726563
pdr,S_America,N_America,trans,0.090555906296
wht,S_America,N_America,trans,0.10888123512
gro,S_America,N_America,trans,8.1800918579
osd,S_America,N_America,trans,90.845367432
others,S_America,N_America,trans,1456.3925781
Intermediate,S_America,N_America,trans,6936.1328125
pdr,ROW,N_America,trans,6.41127116978168E-0005
wht,ROW,N_America,trans,1.06224231421947E-0003
gro,ROW,N_America,trans,1.02121476083993E-0003
osd,ROW,N_America,trans,4.32774610817432E-0003
others,ROW,N_America,trans,0.012475937605
Intermediate,ROW,N_America,trans,0.2500667572
pdr,Africa,Oceania,trans,5.18262386322021E-0005
wht,Africa,Oceania,trans,1.08206272125244E-0003
gro,Africa,Oceania,trans,2.00724601745605E-0003
osd,Africa,Oceania,trans,0.15671348572
others,Africa,Oceania,trans,3.5056991577
Intermediate,Africa,Oceania,trans,98.104248047
pdr,Asia,Oceania,trans,0.58621835709
wht,Asia,Oceania,trans,1.64568424224854E-0003
gro,Asia,Oceania,trans,0.041374802589
osd,Asia,Oceania,trans,1.7140798569
others,Asia,Oceania,trans,23.751113892
Intermediate,Asia,Oceania,trans,3514.8203125
pdr,Europe,Oceania,trans,3.38903814554214E-0003
wht,Europe,Oceania,trans,0.010565042496
gro,Europe,Oceania,trans,0.020149677992
osd,Europe,Oceania,trans,0.12435925007
others,Europe,Oceania,trans,11.670967102
Intermediate,Europe,Oceania,trans,1475.1367188
pdr,N_America,Oceania,trans,0.040959626436
wht,N_America,Oceania,trans,0.49266719818
gro,N_America,Oceania,trans,1.085269928
osd,N_America,Oceania,trans,5.1073627472
others,N_America,Oceania,trans,33.732971191
Intermediate,N_America,Oceania,trans,910.8359375
pdr,Oceania,Oceania,trans,0.52780342102
wht,Oceania,Oceania,trans,2.0049037933
gro,Oceania,Oceania,trans,0.49711370468
osd,Oceania,Oceania,trans,1.0759768486
others,Oceania,Oceania,trans,60.652023315
Intermediate,Oceania,Oceania,trans,916.70214844
pdr,S_America,Oceania,trans,0.014162778854
wht,S_America,Oceania,trans,2.33061611652374E-0004
gro,S_America,Oceania,trans,0.013676822186
osd,S_America,Oceania,trans,0.84363698959
others,S_America,Oceania,trans,9.1077346802
Intermediate,S_America,Oceania,trans,82.663330078
wht,ROW,Oceania,trans,4.39616269432008E-0005
gro,ROW,Oceania,trans,4.22637094743550E-0005
osd,ROW,Oceania,trans,1.79106777068228E-0004
others,ROW,Oceania,trans,4.75408975034952E-0004
Intermediate,ROW,Oceania,trans,0.012252926826
pdr,Africa,S_America,trans,5.59091567993164E-0005
wht,Africa,S_America,trans,2.01606750488281E-0003
gro,Africa,S_America,trans,0.53478431702
osd,Africa,S_America,trans,0.55524730682
others,Africa,S_America,trans,7.2162094116
Intermediate,Africa,S_America,trans,391.9296875
pdr,Asia,S_America,trans,0.067911744118
wht,Asia,S_America,trans,2.28762626647949E-0003
gro,Asia,S_America,trans,0.13551950455
osd,Asia,S_America,trans,1.1444835663
others,Asia,S_America,trans,26.656524658
Intermediate,Asia,S_America,trans,2563.890625
pdr,Europe,S_America,trans,0.039144456387
wht,Europe,S_America,trans,0.64890098572
gro,Europe,S_America,trans,0.57941436768
osd,Europe,S_America,trans,1.0677571297
others,Europe,S_America,trans,28.399261475
Intermediate,Europe,S_America,trans,2990.9140625
pdr,N_America,S_America,trans,16.810165405
wht,N_America,S_America,trans,110.2244873
gro,N_America,S_America,trans,85.916381836
osd,N_America,S_America,trans,52.817504883
others,N_America,S_America,trans,144.9776001
Intermediate,N_America,S_America,trans,4255.84375
pdr,Oceania,S_America,trans,5.78381866216660E-0003
wht,Oceania,S_America,trans,0.057125329971
gro,Oceania,S_America,trans,1.6489143372
osd,Oceania,S_America,trans,0.14627194405
others,Oceania,S_America,trans,1.4554347992
Intermediate,Oceania,S_America,trans,158.06420898
pdr,S_America,S_America,trans,10.645881653
wht,S_America,S_America,trans,65.815979004
gro,S_America,S_America,trans,36.877197266
osd,S_America,S_America,trans,244.66668701
others,S_America,S_America,trans,224.35778809
Intermediate,S_America,S_America,trans,4457.3632813
wht,ROW,S_America,trans,4.74258558824658E-0005
gro,ROW,S_America,trans,4.55940607935190E-0005
osd,ROW,S_America,trans,1.93220388609916E-0004
others,ROW,S_America,trans,6.04786910116673E-0004
Intermediate,ROW,S_America,trans,0.022910535336
others,Africa,ROW,trans,1.31510198116302E-0004
Intermediate,Africa,ROW,trans,8.90776515007019E-0003
wht,Asia,ROW,trans,6.06494955718517E-0004
gro,Asia,ROW,trans,5.48182521015406E-0004
osd,Asia,ROW,trans,2.47095897793770E-0003
others,Asia,ROW,trans,7.96716660261154E-0003
Intermediate,Asia,ROW,trans,0.18140554428
wht,Europe,ROW,trans,7.84678384661675E-0004
gro,Europe,ROW,trans,7.54370354115963E-0004
osd,Europe,ROW,trans,3.19690071046352E-0003
others,Europe,ROW,trans,0.011993870139
Intermediate,Europe,ROW,trans,0.26462268829
pdr,N_America,ROW,trans,6.41127116978168E-0005
wht,N_America,ROW,trans,1.06224231421947E-0003
gro,N_America,ROW,trans,1.02121476083993E-0003
osd,N_America,ROW,trans,4.32774424552917E-0003
others,N_America,ROW,trans,0.012475937605
Intermediate,N_America,ROW,trans,0.26371622086
wht,Oceania,ROW,trans,4.39616269432008E-0005
gro,Oceania,ROW,trans,4.22637094743550E-0005
osd,Oceania,ROW,trans,1.79106777068228E-0004
others,Oceania,ROW,trans,4.75408975034952E-0004
Intermediate,Oceania,ROW,trans,0.012720018625
wht,S_America,ROW,trans,4.74258558824658E-0005
gro,S_America,ROW,trans,4.55940607935190E-0005
osd,S_America,ROW,trans,1.93220388609916E-0004
others,S_America,ROW,trans,6.04787375777960E-0004
Intermediate,S_America,ROW,trans,0.023368418217
!Header: BX01, dimensions: TRAD_COMM*REG*EXPVALUE [6*7*2], description: Decomposition of exports to own region at world prices: VXWD=VXMD+XTAX
TRAD_COMM,REG,EXPVALUE,Value
pdr,Africa,exprev,17.027051926
wht,Africa,exprev,57.943775177
gro,Africa,exprev,284.38519287
osd,Africa,exprev,105.55025482
others,Africa,exprev,1390.2001953
Intermediate,Africa,exprev,27800.382813
pdr,Asia,exprev,137.98788452
wht,Asia,exprev,905.65130615
gro,Asia,exprev,1057.0853271
osd,Asia,exprev,646.68548584
others,Asia,exprev,11066.000977
Intermediate,Asia,exprev,1518294.375
pdr,Europe,exprev,200.37846375
wht,Europe,exprev,3926.442627
gro,Europe,exprev,4388.519043
osd,Europe,exprev,2225.2578125
others,Europe,exprev,38007.636719
Intermediate,Europe,exprev,3252759.5
pdr,N_America,exprev,146.27639771
wht,N_America,exprev,761.2265625
gro,N_America,exprev,1614.1293945
osd,N_America,exprev,1726.1470947
others,N_America,exprev,8820.4238281
Intermediate,N_America,exprev,715809.75
pdr,Oceania,exprev,5.6478705406
wht,Oceania,exprev,25.572422028
gro,Oceania,exprev,5.6807351112
osd,Oceania,exprev,5.0040230751
others,Oceania,exprev,199.12660217
Intermediate,Oceania,exprev,12703.879883
pdr,S_America,exprev,113.92402649
wht,S_America,exprev,837.0960083
gro,S_America,exprev,421.60577393
osd,S_America,exprev,763.73956299
others,S_America,exprev,1072.5974121
Intermediate,S_America,exprev,60347.84375
pdr,ROW,exprev,1.00000033853575E-0006
wht,ROW,exprev,1.00001079772482E-0006
gro,ROW,exprev,1.00001398095628E-0006
osd,ROW,exprev,1.00000329439353E-0006
others,ROW,exprev,4.00117687604507E-0006
Intermediate,ROW,exprev,5.10763857164420E-0005
