!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
Intermediate,gro,ROW,imported,comtax,4.52082604169846E-0005
osd,osd,ROW,imported,comtax,-1.45519152283669E-0011
Intermediate,osd,ROW,imported,comtax,4.38774004578590E-0005
Intermediate,others,ROW,imported,comtax,8.60501080751419E-0004
Intermediate,Intermediate,ROW,imported,comtax,1.4733276367
Intermediate,CGDS,ROW,imported,comtax,0.23437786102
!Header: SF02, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of consumption - VPA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,7110.8447266
wht,Africa,domestic,mktexp,7985.8725586
gro,Africa,domestic,mktexp,24331.003906
osd,Africa,domestic,mktexp,9411.3017578
others,Africa,domestic,mktexp,77795.132813
Intermediate,Africa,domestic,mktexp,533596.625
pdr,Asia,domestic,mktexp,6404.5014648
wht,Asia,domestic,mktexp,3818.8652344
gro,Asia,domestic,mktexp,13593.548828
osd,Asia,domestic,mktexp,7345.3388672
others,Asia,domestic,mktexp,204065.5
Intermediate,Asia,domestic,mktexp,5863777.5
pdr,Europe,domestic,mktexp,8.6273832321
wht,Europe,domestic,mktexp,14144.745117
gro,Europe,domestic,mktexp,3786.8696289
osd,Europe,domestic,mktexp,1229.8443604
others,Europe,domestic,mktexp,103956
Intermediate,Europe,domestic,mktexp,8651922
pdr,N_America,domestic,mktexp,7.651096344
wht,N_America,domestic,mktexp,15.598308563
gro,N_America,domestic,mktexp,2324.0227051
osd,N_America,domestic,mktexp,50.290325165
others,N_America,domestic,mktexp,45640.304688
Intermediate,N_America,domestic,mktexp,10330866
pdr,Oceania,domestic,mktexp,0.038625441492
wht,Oceania,domestic,mktexp,10.481796265
gro,Oceania,domestic,mktexp,50.63269043
osd,Oceania,domestic,mktexp,166.23059082
others,Oceania,domestic,mktexp,3721.2727051
Intermediate,Oceania,domestic,mktexp,469506.84375
pdr,S_America,domestic,mktexp,68.988990784
wht,S_America,domestic,mktexp,500.9012146
gro,S_America,domestic,mktexp,3807.3710938
osd,S_America,domestic,mktexp,57.973754883
others,S_America,domestic,mktexp,30954.326172
Intermediate,S_America,domestic,mktexp,1431036.375
pdr,ROW,domestic,mktexp,1.34158935907180E-0005
wht,ROW,domestic,mktexp,3.15670552663505E-0003
gro,ROW,domestic,mktexp,5.49889635294676E-0003
osd,ROW,domestic,mktexp,1.95122585864738E-0004
others,ROW,domestic,mktexp,0.43446749449
Intermediate,ROW,domestic,mktexp,54.595451355
pdr,Africa,imported,mktexp,33.147975922
wht,Africa,imported,mktexp,4768.3227539
gro,Africa,imported,mktexp,1980.9064941
osd,Africa,imported,mktexp,185.72032166
others,Africa,imported,mktexp,1959.1134033
Intermediate,Africa,imported,mktexp,110048.95313
pdr,Asia,imported,mktexp,11.124065399
wht,Asia,imported,mktexp,1839.0710449
gro,Asia,imported,mktexp,3375.8039551
osd,Asia,imported,mktexp,1215.5209961
others,Asia,imported,mktexp,17069.019531
Intermediate,Asia,imported,mktexp,628790.25
pdr,Europe,imported,mktexp,0.51159912348
wht,Europe,imported,mktexp,3104.2307129
gro,Europe,imported,mktexp,1226.5291748
osd,Europe,imported,mktexp,257.30529785
others,Europe,imported,mktexp,49176.816406
Intermediate,Europe,imported,mktexp,1655870.125
pdr,N_America,imported,mktexp,0.54532939196
wht,N_America,imported,mktexp,0.53015750647
gro,N_America,imported,mktexp,750.2635498
osd,N_America,imported,mktexp,7.698964119
others,N_America,imported,mktexp,15490.861328
Intermediate,N_America,imported,mktexp,691518.375
pdr,Oceania,imported,mktexp,1.4590257406
wht,Oceania,imported,mktexp,2.3588511944
gro,Oceania,imported,mktexp,5.1850333214
osd,Oceania,imported,mktexp,8.6143121719
others,Oceania,imported,mktexp,466.51531982
Intermediate,Oceania,imported,mktexp,51821.65625
pdr,S_America,imported,mktexp,4.8782095909
wht,S_America,imported,mktexp,303.95239258
gro,S_America,imported,mktexp,658.07232666
osd,S_America,imported,mktexp,97.796646118
others,S_America,imported,mktexp,2671.5449219
Intermediate,S_America,imported,mktexp,111468.42188
pdr,ROW,imported,mktexp,1.02477690688829E-0006
wht,ROW,imported,mktexp,6.74288836307824E-0004
gro,ROW,imported,mktexp,8.93194321542978E-0003
osd,ROW,imported,mktexp,8.03029179223813E-0005
others,ROW,imported,mktexp,0.13822083175
Intermediate,ROW,imported,mktexp,5.1756238937
pdr,Africa,domestic,comtax,1.8764648438
wht,Africa,domestic,comtax,19.458496094
gro,Africa,domestic,comtax,63.0859375
osd,Africa,domestic,comtax,17.262695313
others,Africa,domestic,comtax,353.0078125
Intermediate,Africa,domestic,comtax,19165
pdr,Asia,domestic,comtax,-177.73681641
wht,Asia,domestic,comtax,-150.27905273
gro,Asia,domestic,comtax,-223.50390625
osd,Asia,domestic,comtax,-119.68896484
others,Asia,domestic,comtax,-105.109375
Intermediate,Asia,domestic,comtax,306506.5
pdr,Europe,domestic,comtax,0.34870529175
wht,Europe,domestic,comtax,1481.6210938
gro,Europe,domestic,comtax,378.17333984
osd,Europe,domestic,comtax,43.608398438
others,Europe,domestic,comtax,-802.2578125
Intermediate,Europe,domestic,comtax,955205
pdr,N_America,domestic,comtax,0.062237262726
wht,N_America,domestic,comtax,0.07848739624
gro,N_America,domestic,comtax,18.467285156
osd,N_America,domestic,comtax,1.6180648804
others,N_America,domestic,comtax,1927.859375
Intermediate,N_America,domestic,comtax,273351
pdr,Oceania,domestic,comtax,2.53158062696457E-0003
wht,Oceania,domestic,comtax,0.40562534332
gro,Oceania,domestic,comtax,5.4190711975
osd,Oceania,domestic,comtax,4.0859375
others,Oceania,domestic,comtax,146.32177734
Intermediate,Oceania,domestic,comtax,42101.09375
pdr,S_America,domestic,comtax,-0.45146179199
wht,S_America,domestic,comtax,99.795562744
gro,S_America,domestic,comtax,298.22851563
osd,S_America,domestic,comtax,5.0311698914
others,S_America,domestic,comtax,2261.3183594
Intermediate,S_America,domestic,comtax,130342.5
pdr,ROW,domestic,comtax,8.82619588082889E-0006
wht,ROW,domestic,comtax,5.99017366766930E-0005
gro,ROW,domestic,comtax,9.10431612282991E-0004
osd,ROW,domestic,comtax,3.24809429002926E-0004
others,ROW,domestic,comtax,0.090969145298
Intermediate,ROW,domestic,comtax,8.4519500732
pdr,Africa,imported,comtax,0.58317947388
wht,Africa,imported,comtax,31.470214844
gro,Africa,imported,comtax,7.1724853516
osd,Africa,imported,comtax,1.5768737793
others,Africa,imported,comtax,49.83605957
Intermediate,Africa,imported,comtax,8000.6328125
pdr,Asia,imported,comtax,0.4289484024
wht,Asia,imported,comtax,21.502807617
gro,Asia,imported,comtax,79.835449219
osd,Asia,imported,comtax,200.12719727
others,Asia,imported,comtax,771.61914063
Intermediate,Asia,imported,comtax,52131.75
pdr,Europe,imported,comtax,0.013211071491
wht,Europe,imported,comtax,577.84301758
gro,Europe,imported,comtax,130.01733398
osd,Europe,imported,comtax,19.76184082
others,Europe,imported,comtax,-1251.7890625
Intermediate,Europe,imported,comtax,305486.375
pdr,N_America,imported,comtax,9.09537076950073E-0003
wht,N_America,imported,comtax,6.58649206161499E-0003
gro,N_America,imported,comtax,13.03302002
osd,N_America,imported,comtax,0.011005878448
others,N_America,imported,comtax,636.28515625
Intermediate,N_America,imported,comtax,71229.8125
pdr,Oceania,imported,comtax,0.28773617744
wht,Oceania,imported,comtax,0.38113665581
gro,Oceania,imported,comtax,0.44062757492
osd,Oceania,imported,comtax,0.21448135376
others,Oceania,imported,comtax,25.135131836
Intermediate,Oceania,imported,comtax,8529.6523438
pdr,S_America,imported,comtax,0.30072879791
wht,S_America,imported,comtax,3.398223877
gro,S_America,imported,comtax,7.34765625
osd,S_America,imported,comtax,3.5738296509
others,S_America,imported,comtax,136.22070313
Intermediate,S_America,imported,comtax,15148.867188
wht,ROW,imported,comtax,4.29582432843745E-0005
gro,ROW,imported,comtax,7.17053189873695E-0005
osd,ROW,imported,comtax,4.61642048321664E-0006
others,ROW,imported,comtax,0.015769168735
Intermediate,ROW,imported,comtax,0.7337770462
!Header: SF03, dimensions: TRAD_COMM*REG*DIR*PURCHVALUE [6*7*2*2], description: Cost structure of government - VGA
TRAD_COMM,REG,DIR,PURCHVALUE,Value
pdr,Africa,domestic,mktexp,1.3688189983
wht,Africa,domestic,mktexp,3.3561451435
gro,Africa,domestic,mktexp,2.1437056065
osd,Africa,domestic,mktexp,1.3996016979
others,Africa,domestic,mktexp,17.767543793
Intermediate,Africa,domestic,mktexp,178474.39063
pdr,Asia,domestic,mktexp,49.582839966
wht,Asia,domestic,mktexp,190.84144592
gro,Asia,domestic,mktexp,52.250606537
osd,Asia,domestic,mktexp,1.4334005117
others,Asia,domestic,mktexp,811.62786865
Intermediate,Asia,domestic,mktexp,1970520.875
pdr,Europe,domestic,mktexp,0.42435523868
wht,Europe,domestic,mktexp,182.52577209
gro,Europe,domestic,mktexp,32.985347748
osd,Europe,domestic,mktexp,25.832830429
others,Europe,domestic,mktexp,1632.1813965
Intermediate,Europe,domestic,mktexp,3955900.25
pdr,N_America,domestic,mktexp,1.15748343523591E-0003
wht,N_America,domestic,mktexp,0.015763340518
gro,N_America,domestic,mktexp,0.015142763034
osd,N_America,domestic,mktexp,0.019714759663
others,N_America,domestic,mktexp,0.22487798333
Intermediate,N_America,domestic,mktexp,2645305.75
pdr,Oceania,domestic,mktexp,0.023817518726
wht,Oceania,domestic,mktexp,9.6857051849
gro,Oceania,domestic,mktexp,3.8717415333
osd,Oceania,domestic,mktexp,1.631269455
others,Oceania,domestic,mktexp,29.565690994
Intermediate,Oceania,domestic,mktexp,181145.42188
pdr,S_America,domestic,mktexp,0.041457723826
wht,S_America,domestic,mktexp,5.45944832265377E-0003
gro,S_America,domestic,mktexp,0.035518769175
osd,S_America,domestic,mktexp,2.65849544666708E-0003
others,S_America,domestic,mktexp,0.88501250744
Intermediate,S_America,domestic,mktexp,476044.78125
pdr,ROW,domestic,mktexp,1.09014752780467E-0008
wht,ROW,domestic,mktexp,1.80118746584412E-0007
gro,ROW,domestic,mktexp,9.51560039652577E-0008
osd,ROW,domestic,mktexp,1.35057092620627E-0007
others,ROW,domestic,mktexp,3.87884847441455E-0006
Intermediate,ROW,domestic,mktexp,21.446174622
pdr,Africa,imported,mktexp,0.019991461188
wht,Africa,imported,mktexp,1.9239631891
gro,Africa,imported,mktexp,0.29805111885
osd,Africa,imported,mktexp,0.070562250912
others,Africa,imported,mktexp,0.44353699684
Intermediate,Africa,imported,mktexp,7720.6103516
pdr,Asia,imported,mktexp,0.3258446157
wht,Asia,imported,mktexp,13.103172302
gro,Asia,imported,mktexp,80.242866516
osd,Asia,imported,mktexp,2.4004824162
others,Asia,imported,mktexp,86.741065979
Intermediate,Asia,imported,mktexp,77777.820313
pdr,Europe,imported,mktexp,0.062788046896
wht,Europe,imported,mktexp,19.263380051
gro,Europe,imported,mktexp,33.80506134
osd,Europe,imported,mktexp,3.799423933
others,Europe,imported,mktexp,221.36044312
Intermediate,Europe,imported,mktexp,71561.046875
pdr,N_America,imported,mktexp,1.34925474412739E-0004
wht,N_America,imported,mktexp,5.70963649079204E-0003
gro,N_America,imported,mktexp,0.02563743107
osd,N_America,imported,mktexp,1.24079070519655E-0003
others,N_America,imported,mktexp,0.08205255121
Intermediate,N_America,imported,mktexp,2581.8579102
pdr,Oceania,imported,mktexp,4.3914299011
wht,Oceania,imported,mktexp,8.35395883768797E-0003
gro,Oceania,imported,mktexp,1.30978412926197E-0003
osd,Oceania,imported,mktexp,3.83164500817657E-0004
others,Oceania,imported,mktexp,0.021407058463
Intermediate,Oceania,imported,mktexp,2404.6740723
pdr,S_America,imported,mktexp,7.64892622828484E-0003
wht,S_America,imported,mktexp,7.21873156726360E-0003
gro,S_America,imported,mktexp,0.036647327244
osd,S_America,imported,mktexp,5.50654716789722E-0003
others,S_America,imported,mktexp,0.42404040694
Intermediate,S_America,imported,mktexp,1185.1053467
pdr,ROW,imported,mktexp,1.29247917923792E-0010
wht,ROW,imported,mktexp,2.75831606444399E-0008
gro,ROW,imported,mktexp,3.12505358124326E-0006
osd,ROW,imported,mktexp,3.54066678198706E-0008
others,ROW,imported,mktexp,5.17796706844820E-0007
Intermediate,ROW,imported,mktexp,0.1764139235
pdr,Africa,domestic,comtax,1.21593475341796E-0004
wht,Africa,domestic,comtax,1.68800354003906E-0004
gro,Africa,domestic,comtax,3.19981575012207E-0003
osd,Africa,domestic,comtax,2.34484672546387E-0004
others,Africa,domestic,comtax,0.032766342163
Intermediate,Africa,domestic,comtax,522.09375
pdr,Asia,domestic,comtax,0.32750320435
wht,Asia,domestic,comtax,-21.055358887
gro,Asia,domestic,comtax,-0.062828063965
osd,Asia,domestic,comtax,1.52158737182617E-0003
others,Asia,domestic,comtax,-30.927307129
Intermediate,Asia,domestic,comtax,11060
pdr,Europe,domestic,comtax,-3.91864776611328E-0003
wht,Europe,domestic,comtax,-0.059982299805
gro,Europe,domestic,comtax,0.062301635742
osd,Europe,domestic,comtax,-0.1110534668
others,Europe,domestic,comtax,0.82507324219
Intermediate,Europe,domestic,comtax,3306.75
others,Oceania,domestic,comtax,3.81469726562500E-0006
Intermediate,Oceania,domestic,comtax,541.90625
wht,S_America,domestic,comtax,4.65661287307739E-0010
Intermediate,S_America,domestic,comtax,2168.40625
Intermediate,ROW,domestic,comtax,0.35940742493
pdr,Africa,imported,comtax,1.83589756488800E-0004
wht,Africa,imported,comtax,0.021489620209
gro,Africa,imported,comtax,8.80619883537292E-0003
osd,Africa,imported,comtax,9.87350940704346E-0005
others,Africa,imported,comtax,3.10060381889343E-0003
Intermediate,Africa,imported,comtax,665.84863281
pdr,Asia,imported,comtax,4.74995374679565E-0003
wht,Asia,imported,comtax,0.010727882385
gro,Asia,imported,comtax,2.2093734741
osd,Asia,imported,comtax,0.084995508194
others,Asia,imported,comtax,2.0709228516
Intermediate,Asia,imported,comtax,2101.5
pdr,Europe,imported,comtax,5.20069152116776E-0003
wht,Europe,imported,comtax,1.2293624878
gro,Europe,imported,comtax,1.5907249451
osd,Europe,imported,comtax,0.15262961388
others,Europe,imported,comtax,-4.7864074707
Intermediate,Europe,imported,comtax,775.765625
pdr,Oceania,imported,comtax,0.36636781693
wht,Oceania,imported,comtax,3.94823960959911E-0004
gro,Oceania,imported,comtax,4.89992089569569E-0006
osd,Oceania,imported,comtax,1.95208995137364E-0005
others,Oceania,imported,comtax,1.12701393663883E-0003
Intermediate,Oceania,imported,comtax,2.3415527344
gro,S_America,imported,comtax,3.72529029846191E-0009
Intermediate,S_America,imported,comtax,11.741088867
Intermediate,ROW,imported,comtax,1.15451216697692E-0003
!Header: 0IMB, dimensions: 1 [1], description: Summary measure of imbalances, should be close to zero
Value
11.014918327
!Header: 1TNS, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
0.25
!Header: 1TND, dimensions: 1 [1], description: Summary measure for transport services, should be close to zero
Value
1.0213013887
!Header: 1SRP, dimensions: 1 [1], description: Summary measure for economic surplus, should be close to zero
Value
9.0112457275
!Header: 1IMP, dimensions: 1 [1], description: Summary measure for excess importation, should be close to zero
Value
0.73237103224
!Header: 2TNS, dimensions: 1 [1], description: Diff btwn ttl supply of trnsprt srvcs & ttl margins, should be close t
Value
-0.25
!Header: 2TND, dimensions: TRAD_COMM*REG*REG [6*7*7], description: Difference between global demand and margins, should be close to zero
TRAD_COMM,REG,REG,Value
pdr,Africa,Africa,1.66893005371094E-0006
wht,Africa,Africa,3.76701354980469E-0005
gro,Africa,Africa,-2.09808349609375E-0005
osd,Africa,Africa,-1.90734863281250E-0004
others,Africa,Africa,2.89916992187500E-0004
pdr,Asia,Africa,2.50339508056641E-0005
wht,Asia,Africa,-1.14440917968750E-0005
gro,Asia,Africa,1.37090682983398E-0005
osd,Asia,Africa,1.28746032714843E-0005
others,Asia,Africa,2.28881835937500E-0005
Intermediate,Asia,Africa,4.39453125000000E-0003
pdr,Europe,Africa,-5.96046447753906E-0008
wht,Europe,Africa,-4.88281250000000E-0004
gro,Europe,Africa,2.28881835937500E-0005
osd,Europe,Africa,4.76837158203125E-0006
others,Europe,Africa,4.57763671875000E-0005
Intermediate,Europe,Africa,-5.37109375000000E-0003
pdr,N_America,Africa,5.48362731933594E-0006
wht,N_America,Africa,-5.49316406250000E-0004
gro,N_America,Africa,-9.15527343750000E-0005
osd,N_America,Africa,1.52587890625000E-0005
others,N_America,Africa,-2.28881835937500E-0005
Intermediate,N_America,Africa,8.54492187500000E-0004
pdr,Oceania,Africa,3.16649675369263E-0008
wht,Oceania,Africa,2.31713056564331E-0006
osd,Oceania,Africa,-6.10947608947754E-0007
others,Oceania,Africa,2.38418579101563E-0006
Intermediate,Oceania,Africa,2.89916992187500E-0004
pdr,S_America,Africa,5.84125518798828E-0006
wht,S_America,Africa,-1.18255615234375E-0004
gro,S_America,Africa,-9.15527343750000E-0005
osd,S_America,Africa,1.10626220703125E-0004
others,S_America,Africa,2.09808349609375E-0005
Intermediate,S_America,Africa,2.44140625000000E-0004
others,ROW,Africa,-5.82076609134674E-0011
Intermediate,ROW,Africa,9.12696123123169E-0008
pdr,Africa,Asia,3.24249267578125E-0005
wht,Africa,Asia,-9.98377799987793E-0007
gro,Africa,Asia,4.60147857666016E-0005
osd,Africa,Asia,3.81469726562500E-0006
others,Africa,Asia,-6.71386718750000E-0004
Intermediate,Africa,Asia,2.92968750000000E-0003
pdr,Asia,Asia,7.43865966796875E-0005
wht,Asia,Asia,4.65393066406250E-0004
gro,Asia,Asia,1.23596191406250E-0003
osd,Asia,Asia,1.83105468750000E-0004
others,Asia,Asia,3.66210937500000E-0003
Intermediate,Asia,Asia,0.234375
pdr,Europe,Asia,1.83284282684326E-0006
wht,Europe,Asia,-4.27246093750000E-0004
gro,Europe,Asia,9.76562500000000E-0004
osd,Europe,Asia,-1.52587890625000E-0005
others,Europe,Asia,-1.67846679687500E-0004
Intermediate,Europe,Asia,-0.03125
wht,N_America,Asia,4.57763671875000E-0004
gro,N_America,Asia,6.10351562500000E-0005
osd,N_America,Asia,-3.66210937500000E-0004
others,N_America,Asia,3.05175781250000E-0004
Intermediate,N_America,Asia,0.02734375
pdr,Oceania,Asia,-1.13248825073242E-0006
wht,Oceania,Asia,1.60217285156250E-0004
gro,Oceania,Asia,-1.71661376953125E-0005
osd,Oceania,Asia,-1.14440917968750E-0005
others,Oceania,Asia,2.13623046875000E-0004
pdr,S_America,Asia,4.17232513427734E-0007
wht,S_America,Asia,-5.14984130859375E-0005
gro,S_America,Asia,7.17163085937500E-0004
osd,S_America,Asia,-4.88281250000000E-0004
others,S_America,Asia,-4.27246093750000E-0004
Intermediate,S_America,Asia,-1.95312500000000E-0003
wht,ROW,Asia,-5.82076609134674E-0010
gro,ROW,Asia,-8.14907252788544E-0010
osd,ROW,Asia,1.39698386192321E-0009
others,ROW,Asia,5.21540641784668E-0008
Intermediate,ROW,Asia,7.45058059692383E-0007
pdr,Africa,Europe,3.63588333129883E-0006
wht,Africa,Europe,1.34110450744628E-0006
gro,Africa,Europe,4.05311584472656E-0006
osd,Africa,Europe,5.72204589843750E-0006
others,Africa,Europe,1.22070312500000E-0003
Intermediate,Africa,Europe,-0.01171875
pdr,Asia,Europe,-4.50134277343750E-0004
wht,Asia,Europe,2.28881835937500E-0005
gro,Asia,Europe,-9.53674316406250E-0007
osd,Asia,Europe,-1.90734863281250E-0005
others,Asia,Europe,1.22070312500000E-0003
Intermediate,Asia,Europe,-0.11328125
pdr,Europe,Europe,-4.76837158203125E-0007
wht,Europe,Europe,1.83105468750000E-0004
gro,Europe,Europe,-6.10351562500000E-0005
osd,Europe,Europe,-3.05175781250000E-0005
others,Europe,Europe,4.63867187500000E-0003
Intermediate,Europe,Europe,0.1640625
pdr,N_America,Europe,-2.98023223876953E-0007
wht,N_America,Europe,2.28881835937500E-0005
gro,N_America,Europe,-3.24249267578125E-0005
osd,N_America,Europe,-8.39233398437500E-0005
others,N_America,Europe,-4.11987304687500E-0004
Intermediate,N_America,Europe,-0.021484375
pdr,Oceania,Europe,-3.91155481338501E-0008
wht,Oceania,Europe,-2.98023223876953E-0008
gro,Oceania,Europe,-1.96695327758789E-0006
osd,Oceania,Europe,-2.38418579101563E-0007
others,Oceania,Europe,5.34057617187500E-0005
Intermediate,Oceania,Europe,-1.22070312500000E-0003
pdr,S_America,Europe,-3.43322753906250E-0005
wht,S_America,Europe,-8.94069671630859E-0007
gro,S_America,Europe,1.52587890625000E-0005
osd,S_America,Europe,-3.66210937500000E-0004
others,S_America,Europe,9.76562500000000E-0004
Intermediate,S_America,Europe,0.0146484375
wht,ROW,Europe,5.82076609134674E-0010
gro,ROW,Europe,-1.19558535516262E-0007
osd,ROW,Europe,1.21071934700012E-0008
others,ROW,Europe,-9.31322574615479E-0009
Intermediate,ROW,Europe,2.98023223876953E-0007
pdr,Africa,N_America,4.15369868278503E-0007
wht,Africa,N_America,1.01886689662933E-0006
gro,Africa,N_America,4.76837158203125E-0006
osd,Africa,N_America,-3.81469726562500E-0006
others,Africa,N_America,-2.21252441406250E-0004
Intermediate,Africa,N_America,5.61523437500000E-0003
pdr,Asia,N_America,2.38418579101563E-0006
wht,Asia,N_America,-2.22586095333099E-0007
gro,Asia,N_America,-1.31130218505859E-0006
osd,Asia,N_America,4.38690185546875E-0005
others,Asia,N_America,-4.27246093750000E-0004
Intermediate,Asia,N_America,-0.109375
pdr,Europe,N_America,-3.82959842681885E-0006
wht,Europe,N_America,-4.54485416412354E-0007
gro,Europe,N_America,-2.08616256713867E-0006
osd,Europe,N_America,6.77108764648438E-0005
others,Europe,N_America,-1.51062011718750E-0003
Intermediate,Europe,N_America,8.78906250000000E-0003
pdr,N_America,N_America,1.14440917968750E-0005
wht,N_America,N_America,-3.06701660156250E-0003
gro,N_America,N_America,-4.85229492187500E-0003
osd,N_America,N_America,8.23974609375000E-0004
others,N_America,N_America,-4.15039062500000E-0003
Intermediate,N_America,N_America,-0.1796875
pdr,Oceania,N_America,6.85453414916992E-0007
wht,Oceania,N_America,3.29688191413879E-0007
gro,Oceania,N_America,4.61935997009277E-0007
osd,Oceania,N_America,1.25169754028320E-0006
others,Oceania,N_America,-1.18255615234375E-0004
Intermediate,Oceania,N_America,-1.58691406250000E-0003
pdr,S_America,N_America,-3.27825546264648E-0006
wht,S_America,N_America,1.75833702087402E-0006
gro,S_America,N_America,6.67572021484375E-0006
osd,S_America,N_America,1.47819519042969E-0004
others,S_America,N_America,-0.0107421875
Intermediate,S_America,N_America,-1.46484375000000E-0003
pdr,ROW,N_America,3.49245965480804E-0010
wht,ROW,N_America,6.98491930961609E-0010
gro,ROW,N_America,-4.19095158576965E-0009
osd,ROW,N_America,-6.96163624525070E-0008
others,ROW,N_America,-1.09896063804626E-0007
Intermediate,ROW,N_America,-1.51991844177246E-0006
pdr,Africa,Oceania,-1.88811100088060E-0008
wht,Africa,Oceania,2.21189111471176E-0008
gro,Africa,Oceania,-8.47503542900085E-0008
osd,Africa,Oceania,1.72294676303864E-0008
others,Africa,Oceania,1.43051147460937E-0006
Intermediate,Africa,Oceania,-7.62939453125000E-0006
pdr,Asia,Oceania,2.62260437011719E-0006
wht,Asia,Oceania,-4.84287738800049E-0008
gro,Asia,Oceania,-7.45058059692383E-0009
osd,Asia,Oceania,-1.19209289550781E-0006
others,Asia,Oceania,9.53674316406250E-0006
Intermediate,Asia,Oceania,6.83593750000000E-0003
pdr,Europe,Oceania,1.20699405670166E-0006
wht,Europe,Oceania,-5.30853867530823E-0008
gro,Europe,Oceania,-5.40167093276978E-0008
osd,Europe,Oceania,4.47034835815430E-0008
others,Europe,Oceania,1.90734863281250E-0006
Intermediate,Europe,Oceania,1.22070312500000E-0003
pdr,N_America,Oceania,-1.11758708953857E-0008
wht,N_America,Oceania,-7.15255737304688E-0007
osd,N_America,Oceania,-3.33786010742188E-0006
others,N_America,Oceania,7.62939453125000E-0006
Intermediate,N_America,Oceania,-8.54492187500000E-0004
pdr,Oceania,Oceania,1.19209289550781E-0007
wht,Oceania,Oceania,-7.15255737304688E-0007
gro,Oceania,Oceania,-5.36441802978516E-0007
osd,Oceania,Oceania,-4.76837158203125E-0007
others,Oceania,Oceania,4.19616699218750E-0005
Intermediate,Oceania,Oceania,-1.83105468750000E-0004
pdr,S_America,Oceania,2.09111021831632E-0007
wht,S_America,Oceania,3.72529029846191E-0009
gro,S_America,Oceania,-1.19209289550781E-0007
Intermediate,S_America,Oceania,1.06811523437500E-0004
wht,ROW,Oceania,-7.27595761418343E-0012
gro,ROW,Oceania,-8.00355337560177E-0011
osd,ROW,Oceania,-1.45519152283669E-0011
others,ROW,Oceania,2.32830643653870E-0010
Intermediate,ROW,Oceania,-1.86264514923096E-0008
pdr,Africa,S_America,-5.15865394845605E-0009
wht,Africa,S_America,-5.72763383388519E-0008
gro,Africa,S_America,2.98023223876953E-0007
osd,Africa,S_America,-7.98702239990234E-0006
others,Africa,S_America,1.90734863281250E-0006
Intermediate,Africa,S_America,-7.32421875000000E-0004
pdr,Asia,S_America,-2.39908695220947E-0006
wht,Asia,S_America,2.07219272851944E-0008
osd,Asia,S_America,-1.52587890625000E-0005
others,Asia,S_America,3.81469726562500E-0005
Intermediate,Asia,S_America,-2.44140625000000E-0003
pdr,Europe,S_America,-2.38418579101563E-0006
wht,Europe,S_America,-3.12924385070801E-0007
gro,Europe,S_America,2.98023223876953E-0007
osd,Europe,S_America,-4.17232513427734E-0007
others,Europe,S_America,3.81469726562500E-0006
Intermediate,Europe,S_America,-3.90625000000000E-0003
pdr,N_America,S_America,4.95910644531250E-0005
wht,N_America,S_America,-1.98364257812500E-0004
gro,N_America,S_America,1.67846679687500E-0004
osd,N_America,S_America,3.16619873046875E-0004
others,N_America,S_America,-1.67846679687500E-0004
Intermediate,N_America,S_America,3.90625000000000E-0003
pdr,Oceania,S_America,-2.15135514736176E-0007
wht,Oceania,S_America,8.19563865661621E-0008
gro,Oceania,S_America,-4.47034835815430E-0008
osd,Oceania,S_America,-1.04308128356933E-0007
others,Oceania,S_America,7.51018524169922E-0006
Intermediate,Oceania,S_America,-2.28881835937500E-0004
pdr,S_America,S_America,-9.53674316406250E-0006
wht,S_America,S_America,-8.39233398437500E-0005
gro,S_America,S_America,3.81469726562500E-0005
osd,S_America,S_America,7.62939453125000E-0005
others,S_America,S_America,-7.93457031250000E-0004
Intermediate,S_America,S_America,-7.32421875000000E-0003
wht,ROW,S_America,-1.45519152283669E-0011
gro,ROW,S_America,-1.45519152283669E-0011
osd,ROW,S_America,8.73114913702011E-0011
Intermediate,ROW,S_America,1.11758708953857E-0008
others,Africa,ROW,-1.16415321826935E-0010
Intermediate,Africa,ROW,-3.16649675369263E-0008
wht,Asia,ROW,2.32830643653870E-0010
gro,Asia,ROW,1.16415321826935E-0010
osd,Asia,ROW,9.31322574615479E-0010
others,Asia,ROW,3.72529029846191E-0009
Intermediate,Asia,ROW,3.27825546264648E-0007
wht,Europe,ROW,4.65661287307739E-0010
gro,Europe,ROW,3.22470441460609E-0008
osd,Europe,ROW,2.32830643653870E-0010
others,Europe,ROW,-1.86264514923096E-0009
Intermediate,Europe,ROW,-5.96046447753906E-0007
pdr,N_America,ROW,7.27595761418343E-0012
wht,N_America,ROW,-1.16415321826935E-0010
gro,N_America,ROW,-1.04773789644241E-0009
osd,N_America,ROW,-2.32830643653870E-0010
others,N_America,ROW,1.85333192348480E-0007
Intermediate,N_America,ROW,-7.45058059692383E-0007
wht,Oceania,ROW,1.09139364212751E-0010
gro,Oceania,ROW,-1.30967237055302E-0010
others,Oceania,ROW,1.16415321826935E-0010
Intermediate,Oceania,ROW,-2.98023223876953E-0008
wht,S_America,ROW,-2.91038304567337E-0011
