!Header: AG01, dimensions: REG*GDPEXPEND [7*5], description: GDPEXP = C + I + G + X - M, GDP from the expenditure side
REG,GDPEXPEND,Value
others,Africa,Asia,xtax,30.413574219
Intermediate,Africa,Asia,xtax,302.44335938
pdr,Asia,Asia,xtax,4.4563598633
wht,Asia,Asia,xtax,1.95693969726563E-0003
gro,Asia,Asia,xtax,0.23321533203
osd,Asia,Asia,xtax,1.463684082
others,Asia,Asia,xtax,19.934082031
Intermediate,Asia,Asia,xtax,1437
pdr,Europe,Asia,xtax,-0.10423064232
wht,Europe,Asia,xtax,-20.79107666
gro,Europe,Asia,xtax,-122.43313599
osd,Europe,Asia,xtax,0.97101593018
others,Europe,Asia,xtax,-7.7429199219
Intermediate,Europe,Asia,xtax,203.3125
gro,N_America,Asia,xtax,-0.89404296875
Intermediate,N_America,Asia,xtax,-24.875
Intermediate,Oceania,Asia,xtax,297.87109375
wht,S_America,Asia,xtax,-0.090545654297
gro,S_America,Asia,xtax,-0.014404296875
osd,S_America,Asia,xtax,-9.5966186523
others,S_America,Asia,xtax,11.874633789
Intermediate,S_America,Asia,xtax,389.41796875
pdr,ROW,Asia,xtax,5.60283660888672E-0006
wht,ROW,Asia,xtax,-1.39904022216796E-0003
gro,ROW,Asia,xtax,-2.60448455810547E-0003
osd,ROW,Asia,xtax,0.42385864258
others,ROW,Asia,xtax,0.095275878906
Intermediate,ROW,Asia,xtax,6.9262695313
pdr,Africa,Europe,xtax,2.52532958984375E-0003
wht,Africa,Europe,xtax,0.77082633972
gro,Africa,Europe,xtax,0.40391731262
osd,Africa,Europe,xtax,0.055221557617
others,Africa,Europe,xtax,46.424316406
Intermediate,Africa,Europe,xtax,809.90625
pdr,Asia,Europe,xtax,0.61282348633
wht,Asia,Europe,xtax,0.51049804688
gro,Asia,Europe,xtax,0.055351257324
osd,Asia,Europe,xtax,5.639831543
others,Asia,Europe,xtax,49.655273438
Intermediate,Asia,Europe,xtax,3098.125
pdr,Europe,Europe,xtax,-0.70051574707
wht,Europe,Europe,xtax,-23.266113281
gro,Europe,Europe,xtax,-61.628173828
osd,Europe,Europe,xtax,5.9605712891
others,Europe,Europe,xtax,-37.201171875
Intermediate,Europe,Europe,xtax,1520.25
gro,N_America,Europe,xtax,-0.10592651367
Intermediate,N_America,Europe,xtax,31.75
Intermediate,Oceania,Europe,xtax,276.75976563
wht,S_America,Europe,xtax,-0.20446777344
gro,S_America,Europe,xtax,-0.032440185547
osd,S_America,Europe,xtax,-12.10168457
others,S_America,Europe,xtax,73.30859375
Intermediate,S_America,Europe,xtax,553.55078125
pdr,ROW,Europe,xtax,1.00135803222656E-0005
wht,ROW,Europe,xtax,-3.49426269531250E-0003
gro,ROW,Europe,xtax,-8.60214233398438E-0003
osd,ROW,Europe,xtax,0.15154075623
others,ROW,Europe,xtax,0.0322265625
Intermediate,ROW,Europe,xtax,4.662109375
pdr,Africa,N_America,xtax,7.34984874725342E-0004
wht,Africa,N_America,xtax,0.36897373199
gro,Africa,N_America,xtax,0.18669509888
osd,Africa,N_America,xtax,5.32341003417969E-0003
others,Africa,N_America,xtax,3.4693603516
Intermediate,Africa,N_America,xtax,193.95898438
pdr,Asia,N_America,xtax,0.10745239258
wht,Asia,N_America,xtax,3.29017639160156E-0005
gro,Asia,N_America,xtax,0.014617919922
osd,Asia,N_America,xtax,7.93647766113281E-0003
others,Asia,N_America,xtax,9.7613525391
Intermediate,Asia,N_America,xtax,4411.25
pdr,Europe,N_America,xtax,-0.067302703857
wht,Europe,N_America,xtax,-0.034060239792
gro,Europe,N_America,xtax,-16.182094574
osd,Europe,N_America,xtax,1.62506103515625E-0003
others,Europe,N_America,xtax,-5.8363037109
Intermediate,Europe,N_America,xtax,-466.34375
gro,N_America,N_America,xtax,-0.18383789063
others,N_America,N_America,xtax,5.37109375000000E-0003
Intermediate,N_America,N_America,xtax,-25.875
Intermediate,Oceania,N_America,xtax,74.072265625
wht,S_America,N_America,xtax,-9.20373201370239E-0003
gro,S_America,N_America,xtax,-0.012008666992
osd,S_America,N_America,xtax,-0.2735748291
others,S_America,N_America,xtax,55.246582031
Intermediate,S_America,N_America,xtax,398.6015625
pdr,ROW,N_America,xtax,5.12599945068359E-0006
wht,ROW,N_America,xtax,-3.35663557052612E-0004
gro,ROW,N_America,xtax,-2.12550163269043E-0004
osd,ROW,N_America,xtax,0.032270908356
others,ROW,N_America,xtax,7.25555419921875E-0003
Intermediate,ROW,N_America,xtax,32.703125
pdr,Africa,Oceania,xtax,4.90248203277588E-0005
wht,Africa,Oceania,xtax,0.031141996384
gro,Africa,Oceania,xtax,0.015781104565
osd,Africa,Oceania,xtax,4.99501824378967E-0004
others,Africa,Oceania,xtax,0.31649780273
Intermediate,Africa,Oceania,xtax,22.424499512
pdr,Asia,Oceania,xtax,5.43332099914551E-0003
wht,Asia,Oceania,xtax,2.32458114624023E-0006
gro,Asia,Oceania,xtax,3.59773635864258E-0004
osd,Asia,Oceania,xtax,2.27451324462891E-0004
others,Asia,Oceania,xtax,1.8839569092
Intermediate,Asia,Oceania,xtax,27.654296875
pdr,Europe,Oceania,xtax,-8.96160304546356E-0003
wht,Europe,Oceania,xtax,-0.037899166346
gro,Europe,Oceania,xtax,-0.020589292049
osd,Europe,Oceania,xtax,4.75645065307617E-0005
others,Europe,Oceania,xtax,-0.49831390381
Intermediate,Europe,Oceania,xtax,-35.494140625
gro,N_America,Oceania,xtax,-2.40206718444824E-0004
Intermediate,N_America,Oceania,xtax,2.5859375
wht,S_America,Oceania,xtax,-7.36229121685028E-0004
gro,S_America,Oceania,xtax,-5.49331307411194E-0004
osd,S_America,Oceania,xtax,9.89973545074463E-0003
others,S_America,Oceania,xtax,0.28884887695
Intermediate,S_America,Oceania,xtax,15.613220215
pdr,ROW,Oceania,xtax,2.60770320892334E-0007
wht,ROW,Oceania,xtax,-1.78012996912003E-0005
gro,ROW,Oceania,xtax,-1.14198774099350E-0005
osd,ROW,Oceania,xtax,1.36066228151321E-0004
others,ROW,Oceania,xtax,1.56402587890625E-0003
Intermediate,ROW,Oceania,xtax,0.57672119141
pdr,Africa,S_America,xtax,1.32709741592407E-0004
wht,Africa,S_America,xtax,0.064742088318
gro,Africa,S_America,xtax,0.038333892822
osd,Africa,S_America,xtax,5.96940517425537E-0004
others,Africa,S_America,xtax,1.4719543457
Intermediate,Africa,S_America,xtax,34.892333984
pdr,Asia,S_America,xtax,0.019042015076
wht,Asia,S_America,xtax,6.43730163574219E-0006
gro,Asia,S_America,xtax,5.27262687683105E-0004
osd,Asia,S_America,xtax,2.90155410766602E-0004
others,Asia,S_America,xtax,3.3489990234
Intermediate,Asia,S_America,xtax,32.69140625
pdr,Europe,S_America,xtax,-0.042319953442
wht,Europe,S_America,xtax,-9.5169372559
gro,Europe,S_America,xtax,-8.1858596802
osd,Europe,S_America,xtax,0.13248109818
others,Europe,S_America,xtax,-1.774810791
Intermediate,Europe,S_America,xtax,-86.5234375
gro,N_America,S_America,xtax,-0.1533203125
Intermediate,N_America,S_America,xtax,-13.953125
Intermediate,Oceania,S_America,xtax,11.21081543
wht,S_America,S_America,xtax,-2.9763793945
gro,S_America,S_America,xtax,-1.7933349609
osd,S_America,S_America,xtax,-23.691253662
others,S_America,S_America,xtax,1.5959472656
Intermediate,S_America,S_America,xtax,625.75390625
pdr,ROW,S_America,xtax,8.94069671630859E-0007
wht,ROW,S_America,xtax,-3.72231006622314E-0004
gro,ROW,S_America,xtax,-7.95423984527588E-0005
osd,ROW,S_America,xtax,4.58568334579468E-0004
others,ROW,S_America,xtax,9.61065292358398E-0004
Intermediate,ROW,S_America,xtax,0.46826171875
pdr,Africa,ROW,xtax,3.34996730089188E-0005
wht,Africa,ROW,xtax,5.08971512317657E-0003
gro,Africa,ROW,xtax,2.60490179061890E-0003
osd,Africa,ROW,xtax,2.33352184295654E-0005
others,Africa,ROW,xtax,0.049003601074
Intermediate,Africa,ROW,xtax,5.8095703125
pdr,Asia,ROW,xtax,3.73876094818115E-0003
wht,Asia,ROW,xtax,3.45706939697266E-0006
gro,Asia,ROW,xtax,7.24792480468750E-0004
osd,Asia,ROW,xtax,3.86714935302734E-0003
others,Asia,ROW,xtax,0.40392303467
Intermediate,Asia,ROW,xtax,4.8642578125
pdr,Europe,ROW,xtax,-0.011202529073
wht,Europe,ROW,xtax,-3.3522720337
gro,Europe,ROW,xtax,-4.9447040558
osd,Europe,ROW,xtax,1.45864486694335E-0003
others,Europe,ROW,xtax,-0.99481201172
Intermediate,Europe,ROW,xtax,-0.2109375
gro,N_America,ROW,xtax,-8.31127166748047E-0004
Intermediate,N_America,ROW,xtax,-0.89697265625
Intermediate,Oceania,ROW,xtax,45.520507813
wht,S_America,ROW,xtax,-4.28771972656250E-0003
gro,S_America,ROW,xtax,-1.45301222801208E-0004
osd,S_America,ROW,xtax,-3.6571159363
others,S_America,ROW,xtax,0.44917488098
Intermediate,S_America,ROW,xtax,12.133300781
pdr,ROW,ROW,xtax,1.37090682983398E-0006
wht,ROW,ROW,xtax,-2.52652168273926E-0003
gro,ROW,ROW,xtax,-4.94289398193359E-0003
osd,ROW,ROW,xtax,3.80969047546387E-0003
others,ROW,ROW,xtax,3.84521484375000E-0003
Intermediate,ROW,ROW,xtax,0.76062011719
!Header: BI02, dimensions: TRAD_COMM*REG*REG*IMPVALUE [6*7*7*2], description: Decomposition of imports at market prices: VIMS=VIWS+MTAX
TRAD_COMM,REG,REG,IMPVALUE,Value
pdr,Africa,Africa,impcost,12.134827614
wht,Africa,Africa,impcost,18.234998703
gro,Africa,Africa,impcost,259.66894531
osd,Africa,Africa,impcost,59.539649963
others,Africa,Africa,impcost,551.52020264
Intermediate,Africa,Africa,impcost,9049.2285156
pdr,Asia,Africa,impcost,7.7125806808
wht,Asia,Africa,impcost,172.70610046
gro,Asia,Africa,impcost,8.664598465
osd,Asia,Africa,impcost,38.082679749
others,Asia,Africa,impcost,410.72283936
Intermediate,Asia,Africa,impcost,41226.828125
pdr,Europe,Africa,impcost,0.60564738512
wht,Europe,Africa,impcost,739.36486816
gro,Europe,Africa,impcost,252.60472107
osd,Europe,Africa,impcost,11.789477348
others,Europe,Africa,impcost,567.3447876
Intermediate,Europe,Africa,impcost,72786
pdr,N_America,Africa,impcost,13.032450676
wht,N_America,Africa,impcost,1612.5766602
gro,N_America,Africa,impcost,566.9331665
osd,N_America,Africa,impcost,42.592208862
others,N_America,Africa,impcost,123.54077148
Intermediate,N_America,Africa,impcost,19521.849609
pdr,Oceania,Africa,impcost,0.12087937444
wht,Oceania,Africa,impcost,349.3543396
gro,Oceania,Africa,impcost,1.1286087036
osd,Oceania,Africa,impcost,1.3152394295
others,Oceania,Africa,impcost,24.857809067
Intermediate,Oceania,Africa,impcost,1755.1276855
pdr,S_America,Africa,impcost,0.10795426369
wht,S_America,Africa,impcost,259.32369995
gro,S_America,Africa,impcost,230.75268555
osd,S_America,Africa,impcost,60.959079742
others,S_America,Africa,impcost,99.235832214
Intermediate,S_America,Africa,impcost,3999.0849609
pdr,ROW,Africa,impcost,0.047986201942
wht,ROW,Africa,impcost,1.5249179602
gro,ROW,Africa,impcost,0.36219260097
osd,ROW,Africa,impcost,0.036189109087
others,ROW,Africa,impcost,6.373093605
Intermediate,ROW,Africa,impcost,345.29788208
pdr,Africa,Asia,impcost,1.2195447683
wht,Africa,Asia,impcost,19.716815948
gro,Africa,Asia,impcost,64.522613525
osd,Africa,Asia,impcost,101.49456787
others,Africa,Asia,impcost,1854.9238281
Intermediate,Africa,Asia,impcost,26279.148438
pdr,Asia,Asia,impcost,208.55815125
wht,Asia,Asia,impcost,24.408752441
gro,Asia,Asia,impcost,995.14245605
osd,Asia,Asia,impcost,423.24520874
others,Asia,Asia,impcost,7108.3017578
Intermediate,Asia,Asia,impcost,797992.5625
pdr,Europe,Asia,impcost,2.4527187347
wht,Europe,Asia,impcost,371.43334961
gro,Europe,Asia,impcost,581.88085938
osd,Europe,Asia,impcost,84.130264282
others,Europe,Asia,impcost,1532.8220215
Intermediate,Europe,Asia,impcost,455892.03125
pdr,N_America,Asia,impcost,40.547912598
wht,N_America,Asia,impcost,4263.4067383
gro,N_America,Asia,impcost,5032.8881836
osd,N_America,Asia,impcost,4796.112793
others,N_America,Asia,impcost,5940.8603516
Intermediate,N_America,Asia,impcost,303989.84375
pdr,Oceania,Asia,impcost,23.120000839
wht,Oceania,Asia,impcost,1801.6099854
gro,Oceania,Asia,impcost,305.83297729
osd,Oceania,Asia,impcost,180.69934082
others,Oceania,Asia,impcost,2031.8355713
Intermediate,Oceania,Asia,impcost,45385.886719
pdr,S_America,Asia,impcost,2.688129425
wht,S_America,Asia,impcost,291.29467773
gro,S_America,Asia,impcost,804.55657959
osd,S_America,Asia,impcost,736.65234375
others,S_America,Asia,impcost,1723.0498047
Intermediate,S_America,Asia,impcost,34597.441406
pdr,ROW,Asia,impcost,0.77293258905
wht,ROW,Asia,impcost,2.0617728233
gro,ROW,Asia,impcost,7.3019556999
osd,ROW,Asia,impcost,93.985946655
others,ROW,Asia,impcost,417.82803345
Intermediate,ROW,Asia,impcost,7279.5239258
pdr,Africa,Europe,impcost,6.9295163155
wht,Africa,Europe,impcost,27.014856339
gro,Africa,Europe,impcost,32.996963501
osd,Africa,Europe,impcost,115.24363708
others,Africa,Europe,impcost,7499.3818359
Intermediate,Africa,Europe,impcost,73021.992188
pdr,Asia,Europe,impcost,242.80618286
wht,Asia,Europe,impcost,368.76193237
gro,Asia,Europe,impcost,135.3057251
osd,Asia,Europe,impcost,582.35894775
others,Asia,Europe,impcost,6514.4174805
Intermediate,Asia,Europe,impcost,432005.5625
pdr,Europe,Europe,impcost,191.13981628
wht,Europe,Europe,impcost,3604.534668
gro,Europe,Europe,impcost,3074.4421387
osd,Europe,Europe,impcost,1983.6473389
others,Europe,Europe,impcost,28937.263672
Intermediate,Europe,Europe,impcost,1857486.875
pdr,N_America,Europe,impcost,95.128341675
wht,N_America,Europe,impcost,658.41448975
gro,N_America,Europe,impcost,581.55047607
osd,N_America,Europe,impcost,2838.3696289
others,N_America,Europe,impcost,3569.3718262
Intermediate,N_America,Europe,impcost,301306.1875
pdr,Oceania,Europe,impcost,5.2139997482
wht,Oceania,Europe,impcost,138.6157074
gro,Oceania,Europe,impcost,3.8282809258
osd,Oceania,Europe,impcost,8.0586280823
others,Oceania,Europe,impcost,485.88790894
Intermediate,Oceania,Europe,impcost,19162.833984
pdr,S_America,Europe,impcost,46.272071838
wht,S_America,Europe,impcost,169.31721497
gro,S_America,Europe,impcost,252.6444397
osd,S_America,Europe,impcost,1786.9614258
others,S_America,Europe,impcost,9317.6201172
Intermediate,S_America,Europe,impcost,44572.988281
pdr,ROW,Europe,impcost,1.413320899
wht,ROW,Europe,impcost,5.1242618561
gro,ROW,Europe,impcost,21.981096268
osd,ROW,Europe,impcost,37.586082458
others,ROW,Europe,impcost,291.7043457
Intermediate,ROW,Europe,impcost,10171.035156
pdr,Africa,N_America,impcost,0.59123903513
wht,Africa,N_America,impcost,12.986034393
gro,Africa,N_America,impcost,11.873823166
osd,Africa,N_America,impcost,12.196123123
others,Africa,N_America,impcost,780.29351807
Intermediate,Africa,N_America,impcost,27293.955078
pdr,Asia,N_America,impcost,38.399147034
wht,Asia,N_America,impcost,7.9200043678
gro,Asia,N_America,impcost,11.171414375
osd,Asia,N_America,impcost,29.020994186
others,Asia,N_America,impcost,1845.8928223
Intermediate,Asia,N_America,impcost,443161.9375
pdr,Europe,N_America,impcost,1.1868060827
wht,Europe,N_America,impcost,1.3292635679
gro,Europe,N_America,impcost,62.232898712
osd,Europe,N_America,impcost,83.638053894
others,Europe,N_America,impcost,1356.0980225
Intermediate,Europe,N_America,impcost,312876.6875
pdr,N_America,N_America,impcost,95.028678894
wht,N_America,N_America,impcost,695.38439941
gro,N_America,N_America,impcost,1285.6799316
osd,N_America,N_America,impcost,1660.8509521
others,N_America,N_America,impcost,5806.6479492
Intermediate,N_America,N_America,impcost,461253.71875
pdr,Oceania,N_America,impcost,0.037999998778
wht,Oceania,N_America,impcost,0.078953742981
gro,Oceania,N_America,impcost,0.2152108252
osd,Oceania,N_America,impcost,9.9593067169
others,Oceania,N_America,impcost,185.39620972
Intermediate,Oceania,N_America,impcost,12245.894531
pdr,S_America,N_America,impcost,1.1774908304
wht,S_America,N_America,impcost,0.76152426004
gro,S_America,N_America,impcost,68.505645752
osd,S_America,N_America,impcost,212.27926636
others,S_America,N_America,impcost,6361.925293
Intermediate,S_America,N_America,impcost,58908.945313
pdr,ROW,N_America,impcost,0.70959240198
wht,ROW,N_America,impcost,0.48445704579
gro,ROW,N_America,impcost,0.54686814547
osd,ROW,N_America,impcost,6.6199188232
others,ROW,N_America,impcost,69.525093079
Intermediate,ROW,N_America,impcost,5115.4765625
pdr,Africa,Oceania,impcost,0.043919600546
wht,Africa,Oceania,impcost,1.0901715755
gro,Africa,Oceania,impcost,0.97105097771
osd,Africa,Oceania,impcost,0.20871700346
others,Africa,Oceania,impcost,36.000751495
Intermediate,Africa,Oceania,impcost,1056.9588623
pdr,Asia,Oceania,impcost,2.4252338409
wht,Asia,Oceania,impcost,0.70361626148
gro,Asia,Oceania,impcost,1.0259386301
osd,Asia,Oceania,impcost,5.2076978683
others,Asia,Oceania,impcost,178.92338562
Intermediate,Asia,Oceania,impcost,33801.542969
pdr,Europe,Oceania,impcost,0.12759724259
wht,Europe,Oceania,impcost,0.5080807209
gro,Europe,Oceania,impcost,0.55412453413
osd,Europe,Oceania,impcost,1.0774930716
others,Europe,Oceania,impcost,81.393463135
Intermediate,Europe,Oceania,impcost,26687.390625
pdr,N_America,Oceania,impcost,0.11097452044
wht,N_America,Oceania,impcost,5.3518128395
gro,N_America,Oceania,impcost,1.6890884638
osd,N_America,Oceania,impcost,28.509565353
others,N_America,Oceania,impcost,108.39270782
Intermediate,N_America,Oceania,impcost,19457.302734
pdr,Oceania,Oceania,impcost,0.036001998931
wht,Oceania,Oceania,impcost,0.30078607798
gro,Oceania,Oceania,impcost,0.71487861872
osd,Oceania,Oceania,impcost,1.1051602364
others,Oceania,Oceania,impcost,72.04372406
Intermediate,Oceania,Oceania,impcost,5958.8549805
pdr,S_America,Oceania,impcost,0.098481588066
wht,S_America,Oceania,impcost,0.059315815568
gro,S_America,Oceania,impcost,0.077798686922
osd,S_America,Oceania,impcost,1.8359011412
others,S_America,Oceania,impcost,80.637367249
Intermediate,S_America,Oceania,impcost,1068.7012939
pdr,ROW,Oceania,impcost,0.03623219952
wht,ROW,Oceania,impcost,0.025694476441
gro,ROW,Oceania,impcost,0.030143801123
osd,ROW,Oceania,impcost,0.02538651973
others,ROW,Oceania,impcost,54.374992371
Intermediate,ROW,Oceania,impcost,885.89373779
pdr,Africa,S_America,impcost,0.10495283455
wht,Africa,S_America,impcost,2.2785024643
gro,Africa,S_America,impcost,46.621017456
osd,Africa,S_America,impcost,0.91306734085
others,Africa,S_America,impcost,232.91912842
Intermediate,Africa,S_America,impcost,3615.2404785
pdr,Asia,S_America,impcost,11.004212379
wht,Asia,S_America,impcost,1.4819946289
gro,Asia,S_America,impcost,1.7254507542
osd,Asia,S_America,impcost,3.5015664101
others,Asia,S_America,impcost,406.19641113
Intermediate,Asia,S_America,impcost,49285.558594
pdr,Europe,S_America,impcost,0.43826928735
wht,Europe,S_America,impcost,110.69441223
gro,Europe,S_America,impcost,34.283092499
osd,Europe,S_America,impcost,7.1712498665
others,Europe,S_America,impcost,286.24615479
Intermediate,Europe,S_America,impcost,68850.914063
pdr,N_America,S_America,impcost,104.69096375
wht,N_America,S_America,impcost,1012.4455566
gro,N_America,S_America,impcost,807.34796143
osd,N_America,S_America,impcost,609.43884277
others,N_America,S_America,impcost,1037.6679688
Intermediate,N_America,S_America,impcost,77028
wht,Oceania,S_America,impcost,43.523277283
gro,Oceania,S_America,impcost,1.058989048
osd,Oceania,S_America,impcost,0.090434424579
others,Oceania,S_America,impcost,21.81193161
Intermediate,Oceania,S_America,impcost,1888.4000244
pdr,S_America,S_America,impcost,148.90724182
wht,S_America,S_America,impcost,925.3994751
gro,S_America,S_America,impcost,542.31561279
osd,S_America,S_America,impcost,404.90267944
others,S_America,S_America,impcost,1803.8275146
Intermediate,S_America,S_America,impcost,49178.148438
pdr,ROW,S_America,impcost,0.12607367337
wht,ROW,S_America,impcost,0.54725855589
gro,ROW,S_America,impcost,0.24691021442
osd,ROW,S_America,impcost,0.085298217833
others,ROW,S_America,impcost,1.2733212709
Intermediate,ROW,S_America,impcost,748.41894531
pdr,Africa,ROW,impcost,0.018337683752
wht,Africa,ROW,impcost,0.19181907177
gro,Africa,ROW,impcost,0.20635339618
osd,Africa,ROW,impcost,0.25025588274
others,Africa,ROW,impcost,50.939926147
Intermediate,Africa,ROW,impcost,391.43591309
pdr,Asia,ROW,impcost,1.3283648491
wht,Asia,ROW,impcost,0.60314941406
gro,Asia,ROW,impcost,104.03475189
osd,Asia,ROW,impcost,10.093511581
others,Asia,ROW,impcost,92.225410461
Intermediate,Asia,ROW,impcost,12885.307617
pdr,Europe,ROW,impcost,0.12619198859
wht,Europe,ROW,impcost,65.654167175
gro,Europe,ROW,impcost,20.996620178
osd,Europe,ROW,impcost,4.4925317764
others,Europe,ROW,impcost,168.16957092
Intermediate,Europe,ROW,impcost,16914.042969
pdr,N_America,ROW,impcost,0.046899802983
wht,N_America,ROW,impcost,21.627916336
gro,N_America,ROW,impcost,4.1498112679
osd,N_America,ROW,impcost,1.0146460533
others,N_America,ROW,impcost,56.466808319
Intermediate,N_America,ROW,impcost,4463.7597656
pdr,Oceania,ROW,impcost,0.023000000045
wht,Oceania,ROW,impcost,0.012630681507
gro,Oceania,ROW,impcost,7.0060300827
osd,Oceania,ROW,impcost,0.043100487441
others,Oceania,ROW,impcost,32.559700012
Intermediate,Oceania,ROW,impcost,1546.3674316
pdr,S_America,ROW,impcost,0.034661881626
wht,S_America,ROW,impcost,28.633836746
gro,S_America,ROW,impcost,0.12325986475
osd,S_America,ROW,impcost,55.850242615
others,S_America,ROW,impcost,36.946537018
Intermediate,S_America,ROW,impcost,773.82635498
pdr,ROW,ROW,impcost,0.20172651112
wht,ROW,ROW,impcost,3.7103807926
gro,ROW,ROW,impcost,13.462439537
osd,ROW,ROW,impcost,0.7453173399
others,ROW,ROW,impcost,48.042079926
Intermediate,ROW,ROW,impcost,1112.9517822
pdr,Africa,Africa,mtax,0.015997886658
wht,Africa,Africa,mtax,0.74316215515
gro,Africa,Africa,mtax,60.916015625
osd,Africa,Africa,mtax,8.5129318237
others,Africa,Africa,mtax,116.26947021
Intermediate,Africa,Africa,mtax,1039.4121094
pdr,Asia,Africa,mtax,1.1535902023
wht,Asia,Africa,mtax,16.410964966
gro,Asia,Africa,mtax,1.1979141235
osd,Asia,Africa,mtax,8.2783966064
others,Asia,Africa,mtax,94.138977051
Intermediate,Asia,Africa,mtax,4491.9335938
pdr,Europe,Africa,mtax,0.25277268887
wht,Europe,Africa,mtax,91.305480957
gro,Europe,Africa,mtax,44.746017456
osd,Europe,Africa,mtax,2.7244462967
others,Europe,Africa,mtax,148.43432617
Intermediate,Europe,Africa,mtax,11460.4375
pdr,N_America,Africa,mtax,1.9576673508
wht,N_America,Africa,mtax,187.83190918
gro,N_America,Africa,mtax,85.194458008
osd,N_America,Africa,mtax,8.9010543823
others,N_America,Africa,mtax,30.729873657
Intermediate,N_America,Africa,mtax,2066.7128906
pdr,Oceania,Africa,mtax,1.11217051744461E-0003
wht,Oceania,Africa,mtax,33.857757568
gro,Oceania,Africa,mtax,0.19599115849
osd,Oceania,Africa,mtax,0.37831580639
others,Oceania,Africa,mtax,5.2233009338
Intermediate,Oceania,Africa,mtax,240.42236328
pdr,S_America,Africa,mtax,0.010699875653
wht,S_America,Africa,mtax,28.509094238
gro,S_America,Africa,mtax,37.63192749
osd,S_America,Africa,mtax,13.143383026
others,S_America,Africa,mtax,23.260910034
Intermediate,S_America,Africa,mtax,722.74609375
pdr,ROW,Africa,mtax,5.91738522052765E-0003
wht,ROW,Africa,mtax,0.19128751755
gro,ROW,Africa,mtax,0.064909636974
osd,ROW,Africa,mtax,8.90843197703362E-0003
others,ROW,Africa,mtax,1.9719324112
Intermediate,ROW,Africa,mtax,24.731445313
pdr,Africa,Asia,mtax,2.1235041618
wht,Africa,Asia,mtax,26.012111664
gro,Africa,Asia,mtax,15.718345642
osd,Africa,Asia,mtax,98.095977783
others,Africa,Asia,mtax,369.21484375
